"","x","y","two_trees","one_tree","no_trees"
"6674",57387.0868217777,1335872.48576168,69,0,42
"6675",63807.0868217777,1335872.48576168,70,0,66
"6676",70227.0868217777,1335872.48576168,74,1,62
"6677",76647.0868217777,1335872.48576168,81,0,73
"6678",83067.0868217777,1335872.48576168,75,0,36
"6679",89487.0868217777,1335872.48576168,67,1,1
"6680",95907.0868217777,1335872.48576168,65,2,0
"6681",102327.086821778,1335872.48576168,68,2,0
"6682",108747.086821778,1335872.48576168,31,2,3
"6683",115167.086821778,1335872.48576168,11,0,0
"6684",121587.086821778,1335872.48576168,16,0,0
"6685",128007.086821778,1335872.48576168,24,0,0
"6686",134427.086821778,1335872.48576168,37,0,0
"6687",140847.086821778,1335872.48576168,50,0,0
"6688",147267.086821778,1335872.48576168,55,3,1
"6689",153687.086821778,1335872.48576168,63,0,0
"6690",160107.086821778,1335872.48576168,74,3,1
"6691",166527.086821778,1335872.48576168,71,0,3
"6692",172947.086821778,1335872.48576168,76,0,2
"6693",179367.086821778,1335872.48576168,69,0,0
"6694",185787.086821778,1335872.48576168,70,0,0
"6695",192207.086821778,1335872.48576168,68,0,0
"6696",198627.086821778,1335872.48576168,70,0,0
"6697",205047.086821778,1335872.48576168,66,0,0
"6698",211467.086821778,1335872.48576168,66,0,0
"6699",217887.086821778,1335872.48576168,69,0,3
"6700",224307.086821778,1335872.48576168,68,0,0
"6701",230727.086821778,1335872.48576168,68,0,0
"6702",237147.086821778,1335872.48576168,69,0,0
"6703",243567.086821778,1335872.48576168,68,0,0
"6704",249987.086821778,1335872.48576168,70,0,2
"6705",256407.086821778,1335872.48576168,67,0,0
"6706",262827.086821778,1335872.48576168,71,0,0
"6707",269247.086821778,1335872.48576168,73,0,0
"6708",275667.086821778,1335872.48576168,70,0,1
"6709",282087.086821778,1335872.48576168,67,3,9
"6710",288507.086821778,1335872.48576168,77,1,7
"6711",294927.086821778,1335872.48576168,67,0,3
"6712",301347.086821778,1335872.48576168,71,3,0
"6713",307767.086821778,1335872.48576168,69,1,2
"6714",314187.086821778,1335872.48576168,70,0,0
"6715",320607.086821778,1335872.48576168,61,0,1
"6716",327027.086821778,1335872.48576168,23,0,0
"6717",333447.086821778,1335872.48576168,62,0,5
"6718",339867.086821778,1335872.48576168,68,0,8
"6719",346287.086821778,1335872.48576168,64,0,7
"6720",352707.086821778,1335872.48576168,29,0,4
"6869",-19652.9131782223,1326632.48576168,32,0,28
"6870",-13232.9131782223,1326632.48576168,67,0,67
"6871",-6812.91317822225,1326632.48576168,70,1,62
"6872",-392.913178222254,1326632.48576168,68,2,60
"6873",6027.08682177775,1326632.48576168,68,1,57
"6874",12447.0868217777,1326632.48576168,67,1,60
"6875",18867.0868217777,1326632.48576168,70,0,65
"6876",25287.0868217777,1326632.48576168,69,0,63
"6877",31707.0868217777,1326632.48576168,72,0,70
"6878",38127.0868217777,1326632.48576168,68,1,41
"6879",44547.0868217777,1326632.48576168,68,0,41
"6880",50967.0868217777,1326632.48576168,72,5,46
"6881",57387.0868217777,1326632.48576168,66,0,47
"6882",63807.0868217777,1326632.48576168,75,1,61
"6883",70227.0868217777,1326632.48576168,76,0,60
"6884",76647.0868217777,1326632.48576168,68,0,45
"6885",83067.0868217777,1326632.48576168,75,2,28
"6886",89487.0868217777,1326632.48576168,68,2,12
"6887",95907.0868217777,1326632.48576168,68,4,0
"6888",102327.086821778,1326632.48576168,67,0,0
"6889",108747.086821778,1326632.48576168,10,0,1
"6890",115167.086821778,1326632.48576168,4,0,0
"6891",121587.086821778,1326632.48576168,2,0,0
"6892",128007.086821778,1326632.48576168,4,0,0
"6893",134427.086821778,1326632.48576168,35,0,0
"6894",140847.086821778,1326632.48576168,37,0,0
"6895",147267.086821778,1326632.48576168,70,1,5
"6896",153687.086821778,1326632.48576168,68,0,2
"6897",160107.086821778,1326632.48576168,69,1,2
"6898",166527.086821778,1326632.48576168,78,0,0
"6899",172947.086821778,1326632.48576168,75,0,0
"6900",179367.086821778,1326632.48576168,73,0,0
"6901",185787.086821778,1326632.48576168,68,0,0
"6902",192207.086821778,1326632.48576168,70,0,0
"6903",198627.086821778,1326632.48576168,70,0,0
"6904",205047.086821778,1326632.48576168,72,1,0
"6905",211467.086821778,1326632.48576168,67,0,0
"6906",217887.086821778,1326632.48576168,72,0,1
"6907",224307.086821778,1326632.48576168,72,0,0
"6908",230727.086821778,1326632.48576168,71,0,0
"6909",237147.086821778,1326632.48576168,72,0,0
"6910",243567.086821778,1326632.48576168,69,0,0
"6911",249987.086821778,1326632.48576168,70,1,0
"6912",256407.086821778,1326632.48576168,68,0,3
"6913",262827.086821778,1326632.48576168,70,0,0
"6914",269247.086821778,1326632.48576168,74,2,4
"6915",275667.086821778,1326632.48576168,68,1,3
"6916",282087.086821778,1326632.48576168,62,1,7
"6917",288507.086821778,1326632.48576168,73,0,4
"6918",294927.086821778,1326632.48576168,70,1,8
"6919",301347.086821778,1326632.48576168,67,1,0
"6920",307767.086821778,1326632.48576168,72,1,0
"6921",314187.086821778,1326632.48576168,66,0,5
"6922",320607.086821778,1326632.48576168,71,2,1
"6923",327027.086821778,1326632.48576168,65,1,0
"6924",333447.086821778,1326632.48576168,70,0,1
"6925",339867.086821778,1326632.48576168,70,0,4
"6926",346287.086821778,1326632.48576168,66,1,8
"6927",352707.086821778,1326632.48576168,69,3,3
"6928",359127.086821778,1326632.48576168,54,3,1
"6929",365547.086821778,1326632.48576168,37,0,1
"6930",371967.086821778,1326632.48576168,13,0,2
"6939",429747.086821778,1326632.48576168,8,0,0
"6940",436167.086821778,1326632.48576168,11,0,0
"7076",-19652.9131782223,1317392.48576168,16,0,10
"7077",-13232.9131782223,1317392.48576168,68,0,62
"7078",-6812.91317822225,1317392.48576168,68,0,48
"7079",-392.913178222254,1317392.48576168,68,0,66
"7080",6027.08682177775,1317392.48576168,68,0,64
"7081",12447.0868217777,1317392.48576168,71,0,70
"7082",18867.0868217777,1317392.48576168,68,0,67
"7083",25287.0868217777,1317392.48576168,69,0,53
"7084",31707.0868217777,1317392.48576168,68,0,51
"7085",38127.0868217777,1317392.48576168,75,2,51
"7086",44547.0868217777,1317392.48576168,70,1,60
"7087",50967.0868217777,1317392.48576168,72,0,61
"7088",57387.0868217777,1317392.48576168,73,0,53
"7089",63807.0868217777,1317392.48576168,71,2,40
"7090",70227.0868217777,1317392.48576168,67,3,14
"7091",76647.0868217777,1317392.48576168,68,4,11
"7092",83067.0868217777,1317392.48576168,76,5,12
"7093",89487.0868217777,1317392.48576168,70,4,4
"7094",95907.0868217777,1317392.48576168,66,1,6
"7095",102327.086821778,1317392.48576168,69,2,0
"7096",108747.086821778,1317392.48576168,68,1,0
"7097",115167.086821778,1317392.48576168,67,1,0
"7098",121587.086821778,1317392.48576168,69,0,0
"7099",128007.086821778,1317392.48576168,66,0,4
"7100",134427.086821778,1317392.48576168,68,0,0
"7101",140847.086821778,1317392.48576168,66,0,0
"7102",147267.086821778,1317392.48576168,67,0,3
"7103",153687.086821778,1317392.48576168,69,0,0
"7104",160107.086821778,1317392.48576168,67,0,0
"7105",166527.086821778,1317392.48576168,74,0,1
"7106",172947.086821778,1317392.48576168,65,0,0
"7107",179367.086821778,1317392.48576168,75,1,0
"7108",185787.086821778,1317392.48576168,70,0,0
"7109",192207.086821778,1317392.48576168,69,0,0
"7110",198627.086821778,1317392.48576168,65,0,0
"7111",205047.086821778,1317392.48576168,68,0,0
"7112",211467.086821778,1317392.48576168,70,0,0
"7113",217887.086821778,1317392.48576168,82,0,0
"7114",224307.086821778,1317392.48576168,67,0,0
"7115",230727.086821778,1317392.48576168,67,0,0
"7116",237147.086821778,1317392.48576168,65,0,0
"7117",243567.086821778,1317392.48576168,72,0,0
"7118",249987.086821778,1317392.48576168,68,1,0
"7119",256407.086821778,1317392.48576168,70,1,0
"7120",262827.086821778,1317392.48576168,78,1,1
"7121",269247.086821778,1317392.48576168,79,0,7
"7122",275667.086821778,1317392.48576168,66,1,5
"7123",282087.086821778,1317392.48576168,50,0,0
"7124",288507.086821778,1317392.48576168,66,0,2
"7125",294927.086821778,1317392.48576168,69,4,1
"7126",301347.086821778,1317392.48576168,68,0,5
"7127",307767.086821778,1317392.48576168,70,0,2
"7128",314187.086821778,1317392.48576168,69,1,4
"7129",320607.086821778,1317392.48576168,68,1,2
"7130",327027.086821778,1317392.48576168,67,0,2
"7131",333447.086821778,1317392.48576168,71,0,1
"7132",339867.086821778,1317392.48576168,64,0,0
"7133",346287.086821778,1317392.48576168,69,0,5
"7134",352707.086821778,1317392.48576168,69,0,3
"7135",359127.086821778,1317392.48576168,69,1,0
"7136",365547.086821778,1317392.48576168,69,0,6
"7137",371967.086821778,1317392.48576168,43,0,0
"7138",378387.086821778,1317392.48576168,6,0,0
"7143",410487.086821778,1317392.48576168,5,0,0
"7144",416907.086821778,1317392.48576168,30,1,6
"7145",423327.086821778,1317392.48576168,58,0,3
"7146",429747.086821778,1317392.48576168,69,1,0
"7147",436167.086821778,1317392.48576168,50,0,0
"7148",442587.086821778,1317392.48576168,3,0,0
"7283",-19652.9131782223,1308152.48576168,13,0,10
"7284",-13232.9131782223,1308152.48576168,68,0,65
"7285",-6812.91317822225,1308152.48576168,70,0,16
"7286",-392.913178222254,1308152.48576168,68,0,40
"7287",6027.08682177775,1308152.48576168,69,0,64
"7288",12447.0868217777,1308152.48576168,68,0,68
"7289",18867.0868217777,1308152.48576168,70,0,68
"7290",25287.0868217777,1308152.48576168,70,0,58
"7291",31707.0868217777,1308152.48576168,66,2,10
"7292",38127.0868217777,1308152.48576168,65,3,0
"7293",44547.0868217777,1308152.48576168,71,3,9
"7294",50967.0868217777,1308152.48576168,67,3,9
"7295",57387.0868217777,1308152.48576168,67,2,10
"7296",63807.0868217777,1308152.48576168,69,1,3
"7297",70227.0868217777,1308152.48576168,74,1,8
"7298",76647.0868217777,1308152.48576168,83,4,5
"7299",83067.0868217777,1308152.48576168,62,1,1
"7300",89487.0868217777,1308152.48576168,66,2,1
"7301",95907.0868217777,1308152.48576168,66,1,0
"7302",102327.086821778,1308152.48576168,67,1,2
"7303",108747.086821778,1308152.48576168,75,0,1
"7304",115167.086821778,1308152.48576168,69,0,0
"7305",121587.086821778,1308152.48576168,66,0,1
"7306",128007.086821778,1308152.48576168,71,0,0
"7307",134427.086821778,1308152.48576168,70,0,2
"7308",140847.086821778,1308152.48576168,73,0,2
"7309",147267.086821778,1308152.48576168,71,0,1
"7310",153687.086821778,1308152.48576168,68,0,0
"7311",160107.086821778,1308152.48576168,70,0,0
"7312",166527.086821778,1308152.48576168,69,1,0
"7313",172947.086821778,1308152.48576168,64,0,0
"7314",179367.086821778,1308152.48576168,47,0,0
"7315",185787.086821778,1308152.48576168,70,1,0
"7316",192207.086821778,1308152.48576168,72,0,0
"7317",198627.086821778,1308152.48576168,68,0,0
"7318",205047.086821778,1308152.48576168,70,0,0
"7319",211467.086821778,1308152.48576168,75,0,0
"7320",217887.086821778,1308152.48576168,86,0,1
"7321",224307.086821778,1308152.48576168,72,1,0
"7322",230727.086821778,1308152.48576168,71,0,0
"7323",237147.086821778,1308152.48576168,66,0,0
"7324",243567.086821778,1308152.48576168,76,0,0
"7325",249987.086821778,1308152.48576168,71,0,4
"7326",256407.086821778,1308152.48576168,70,0,0
"7327",262827.086821778,1308152.48576168,74,0,0
"7328",269247.086821778,1308152.48576168,73,0,0
"7329",275667.086821778,1308152.48576168,72,0,0
"7330",282087.086821778,1308152.48576168,62,1,0
"7331",288507.086821778,1308152.48576168,68,0,1
"7332",294927.086821778,1308152.48576168,66,2,2
"7333",301347.086821778,1308152.48576168,70,0,15
"7334",307767.086821778,1308152.48576168,66,0,4
"7335",314187.086821778,1308152.48576168,70,2,4
"7336",320607.086821778,1308152.48576168,66,0,3
"7337",327027.086821778,1308152.48576168,70,0,10
"7338",333447.086821778,1308152.48576168,68,0,2
"7339",339867.086821778,1308152.48576168,72,1,7
"7340",346287.086821778,1308152.48576168,69,5,3
"7341",352707.086821778,1308152.48576168,70,2,1
"7342",359127.086821778,1308152.48576168,68,2,0
"7343",365547.086821778,1308152.48576168,71,0,0
"7344",371967.086821778,1308152.48576168,54,0,0
"7345",378387.086821778,1308152.48576168,46,2,1
"7346",384807.086821778,1308152.48576168,37,0,3
"7347",391227.086821778,1308152.48576168,30,0,5
"7348",397647.086821778,1308152.48576168,36,1,8
"7349",404067.086821778,1308152.48576168,41,0,1
"7350",410487.086821778,1308152.48576168,52,1,0
"7351",416907.086821778,1308152.48576168,56,1,11
"7352",423327.086821778,1308152.48576168,73,1,7
"7353",429747.086821778,1308152.48576168,66,1,1
"7354",436167.086821778,1308152.48576168,70,1,1
"7355",442587.086821778,1308152.48576168,36,4,2
"7356",449007.086821778,1308152.48576168,28,1,3
"7357",455427.086821778,1308152.48576168,25,1,0
"7358",461847.086821778,1308152.48576168,21,2,2
"7359",468267.086821778,1308152.48576168,13,0,0
"7360",474687.086821778,1308152.48576168,11,0,0
"7361",481107.086821778,1308152.48576168,9,1,0
"7362",487527.086821778,1308152.48576168,8,0,0
"7363",493947.086821778,1308152.48576168,2,0,0
"7490",-19652.9131782223,1298912.48576168,15,0,13
"7491",-13232.9131782223,1298912.48576168,72,0,65
"7492",-6812.91317822225,1298912.48576168,72,0,35
"7493",-392.913178222254,1298912.48576168,75,0,39
"7494",6027.08682177775,1298912.48576168,72,0,64
"7495",12447.0868217777,1298912.48576168,72,0,70
"7496",18867.0868217777,1298912.48576168,73,1,51
"7497",25287.0868217777,1298912.48576168,70,4,21
"7498",31707.0868217777,1298912.48576168,71,4,5
"7499",38127.0868217777,1298912.48576168,68,3,11
"7500",44547.0868217777,1298912.48576168,68,3,22
"7501",50967.0868217777,1298912.48576168,71,2,20
"7502",57387.0868217777,1298912.48576168,68,0,47
"7503",63807.0868217777,1298912.48576168,68,1,28
"7504",70227.0868217777,1298912.48576168,67,3,0
"7505",76647.0868217777,1298912.48576168,72,0,0
"7506",83067.0868217777,1298912.48576168,69,3,6
"7507",89487.0868217777,1298912.48576168,62,3,1
"7508",95907.0868217777,1298912.48576168,65,3,5
"7509",102327.086821778,1298912.48576168,60,2,2
"7510",108747.086821778,1298912.48576168,78,4,1
"7511",115167.086821778,1298912.48576168,76,2,4
"7512",121587.086821778,1298912.48576168,68,2,5
"7513",128007.086821778,1298912.48576168,68,0,2
"7514",134427.086821778,1298912.48576168,69,1,0
"7515",140847.086821778,1298912.48576168,67,0,0
"7516",147267.086821778,1298912.48576168,72,0,0
"7517",153687.086821778,1298912.48576168,68,2,0
"7518",160107.086821778,1298912.48576168,70,0,0
"7519",166527.086821778,1298912.48576168,73,0,0
"7520",172947.086821778,1298912.48576168,68,0,0
"7521",179367.086821778,1298912.48576168,77,0,0
"7522",185787.086821778,1298912.48576168,70,0,0
"7523",192207.086821778,1298912.48576168,66,1,1
"7524",198627.086821778,1298912.48576168,67,6,0
"7525",205047.086821778,1298912.48576168,68,1,0
"7526",211467.086821778,1298912.48576168,83,1,7
"7527",217887.086821778,1298912.48576168,72,0,0
"7528",224307.086821778,1298912.48576168,68,0,0
"7529",230727.086821778,1298912.48576168,57,0,0
"7530",237147.086821778,1298912.48576168,60,0,0
"7531",243567.086821778,1298912.48576168,64,0,0
"7532",249987.086821778,1298912.48576168,69,0,0
"7533",256407.086821778,1298912.48576168,70,0,0
"7534",262827.086821778,1298912.48576168,69,0,0
"7535",269247.086821778,1298912.48576168,70,1,3
"7536",275667.086821778,1298912.48576168,68,0,2
"7537",282087.086821778,1298912.48576168,67,0,3
"7538",288507.086821778,1298912.48576168,69,1,0
"7539",294927.086821778,1298912.48576168,68,0,1
"7540",301347.086821778,1298912.48576168,68,0,8
"7541",307767.086821778,1298912.48576168,72,0,10
"7542",314187.086821778,1298912.48576168,69,0,4
"7543",320607.086821778,1298912.48576168,69,0,1
"7544",327027.086821778,1298912.48576168,71,0,2
"7545",333447.086821778,1298912.48576168,74,0,0
"7546",339867.086821778,1298912.48576168,69,1,1
"7547",346287.086821778,1298912.48576168,68,0,4
"7548",352707.086821778,1298912.48576168,71,0,5
"7549",359127.086821778,1298912.48576168,68,0,0
"7550",365547.086821778,1298912.48576168,80,1,6
"7551",371967.086821778,1298912.48576168,78,0,3
"7552",378387.086821778,1298912.48576168,66,0,4
"7553",384807.086821778,1298912.48576168,72,3,5
"7554",391227.086821778,1298912.48576168,73,0,9
"7555",397647.086821778,1298912.48576168,69,0,7
"7556",404067.086821778,1298912.48576168,70,1,5
"7557",410487.086821778,1298912.48576168,68,6,10
"7558",416907.086821778,1298912.48576168,61,4,21
"7559",423327.086821778,1298912.48576168,71,14,32
"7560",429747.086821778,1298912.48576168,70,9,30
"7561",436167.086821778,1298912.48576168,69,4,3
"7562",442587.086821778,1298912.48576168,62,1,0
"7563",449007.086821778,1298912.48576168,73,0,5
"7564",455427.086821778,1298912.48576168,71,0,8
"7565",461847.086821778,1298912.48576168,67,1,5
"7566",468267.086821778,1298912.48576168,70,0,0
"7567",474687.086821778,1298912.48576168,68,0,0
"7568",481107.086821778,1298912.48576168,70,0,0
"7569",487527.086821778,1298912.48576168,66,0,1
"7570",493947.086821778,1298912.48576168,57,0,3
"7571",500367.086821778,1298912.48576168,1,0,0
"7697",-19652.9131782223,1289672.48576168,37,0,25
"7698",-13232.9131782223,1289672.48576168,69,0,51
"7699",-6812.91317822225,1289672.48576168,68,0,19
"7700",-392.913178222254,1289672.48576168,67,0,49
"7701",6027.08682177775,1289672.48576168,70,0,67
"7702",12447.0868217777,1289672.48576168,67,0,66
"7703",18867.0868217777,1289672.48576168,70,0,67
"7704",25287.0868217777,1289672.48576168,71,1,59
"7705",31707.0868217777,1289672.48576168,72,3,19
"7706",38127.0868217777,1289672.48576168,72,4,36
"7707",44547.0868217777,1289672.48576168,69,1,59
"7708",50967.0868217777,1289672.48576168,70,0,62
"7709",57387.0868217777,1289672.48576168,74,0,56
"7710",63807.0868217777,1289672.48576168,66,0,20
"7711",70227.0868217777,1289672.48576168,68,2,0
"7712",76647.0868217777,1289672.48576168,77,3,4
"7713",83067.0868217777,1289672.48576168,64,0,1
"7714",89487.0868217777,1289672.48576168,58,0,1
"7715",95907.0868217777,1289672.48576168,68,0,0
"7716",102327.086821778,1289672.48576168,68,0,1
"7717",108747.086821778,1289672.48576168,76,0,1
"7718",115167.086821778,1289672.48576168,68,2,1
"7719",121587.086821778,1289672.48576168,69,2,5
"7720",128007.086821778,1289672.48576168,69,1,1
"7721",134427.086821778,1289672.48576168,67,0,1
"7722",140847.086821778,1289672.48576168,69,2,0
"7723",147267.086821778,1289672.48576168,68,0,2
"7724",153687.086821778,1289672.48576168,70,0,1
"7725",160107.086821778,1289672.48576168,66,2,0
"7726",166527.086821778,1289672.48576168,74,0,0
"7727",172947.086821778,1289672.48576168,71,0,0
"7728",179367.086821778,1289672.48576168,67,2,0
"7729",185787.086821778,1289672.48576168,62,0,0
"7730",192207.086821778,1289672.48576168,67,1,0
"7731",198627.086821778,1289672.48576168,65,1,1
"7732",205047.086821778,1289672.48576168,65,1,0
"7733",211467.086821778,1289672.48576168,74,0,3
"7734",217887.086821778,1289672.48576168,64,0,1
"7735",224307.086821778,1289672.48576168,67,0,0
"7736",230727.086821778,1289672.48576168,59,1,1
"7737",237147.086821778,1289672.48576168,67,1,0
"7738",243567.086821778,1289672.48576168,62,0,0
