"","x","y","two_trees","one_tree","no_trees"
"12917",269247.086821778,1058672.48576168,61,10,0
"12918",275667.086821778,1058672.48576168,68,8,0
"12919",282087.086821778,1058672.48576168,69,2,0
"12920",288507.086821778,1058672.48576168,71,5,0
"12921",294927.086821778,1058672.48576168,68,5,0
"12922",301347.086821778,1058672.48576168,59,5,0
"12923",307767.086821778,1058672.48576168,71,1,0
"12924",314187.086821778,1058672.48576168,68,1,0
"12925",320607.086821778,1058672.48576168,70,2,0
"12926",327027.086821778,1058672.48576168,64,9,0
"12927",333447.086821778,1058672.48576168,65,3,0
"12928",339867.086821778,1058672.48576168,65,4,0
"12929",346287.086821778,1058672.48576168,65,8,0
"12930",352707.086821778,1058672.48576168,67,4,0
"12931",359127.086821778,1058672.48576168,69,11,0
"12932",365547.086821778,1058672.48576168,67,3,0
"12933",371967.086821778,1058672.48576168,64,2,0
"12934",378387.086821778,1058672.48576168,71,0,0
"12935",384807.086821778,1058672.48576168,71,0,0
"12936",391227.086821778,1058672.48576168,69,1,0
"12937",397647.086821778,1058672.48576168,68,1,0
"12938",404067.086821778,1058672.48576168,68,1,0
"12939",410487.086821778,1058672.48576168,69,0,0
"12940",416907.086821778,1058672.48576168,71,0,1
"12941",423327.086821778,1058672.48576168,68,1,0
"12942",429747.086821778,1058672.48576168,71,0,0
"12943",436167.086821778,1058672.48576168,69,0,0
"12944",442587.086821778,1058672.48576168,60,0,0
"12945",449007.086821778,1058672.48576168,71,0,0
"12946",455427.086821778,1058672.48576168,75,0,0
"12947",461847.086821778,1058672.48576168,77,2,0
"12948",468267.086821778,1058672.48576168,71,0,0
"12949",474687.086821778,1058672.48576168,74,11,0
"12950",481107.086821778,1058672.48576168,74,15,0
"12951",487527.086821778,1058672.48576168,69,28,0
"12952",493947.086821778,1058672.48576168,70,14,0
"12953",500367.086821778,1058672.48576168,73,13,0
"12954",506787.086821778,1058672.48576168,71,17,0
"12955",513207.086821778,1058672.48576168,74,11,0
"12956",519627.086821778,1058672.48576168,75,10,0
"12957",526047.086821778,1058672.48576168,74,8,0
"12958",532467.086821778,1058672.48576168,69,6,0
"12959",538887.086821778,1058672.48576168,73,15,0
"12960",545307.086821778,1058672.48576168,69,12,0
"12961",551727.086821778,1058672.48576168,74,11,0
"12962",558147.086821778,1058672.48576168,72,6,0
"12963",564567.086821778,1058672.48576168,72,0,0
"12964",570987.086821778,1058672.48576168,73,0,0
"12965",577407.086821778,1058672.48576168,74,2,0
"12966",583827.086821778,1058672.48576168,71,0,0
"12967",590247.086821778,1058672.48576168,71,0,0
"12968",596667.086821778,1058672.48576168,78,0,0
"12969",603087.086821778,1058672.48576168,68,4,0
"12970",609507.086821778,1058672.48576168,67,4,0
"12971",615927.086821778,1058672.48576168,66,1,0
"12972",622347.086821778,1058672.48576168,77,1,0
"12973",628767.086821778,1058672.48576168,66,2,0
"12974",635187.086821778,1058672.48576168,60,7,0
"12975",641607.086821778,1058672.48576168,62,2,0
"12976",648027.086821778,1058672.48576168,71,0,0
"12977",654447.086821778,1058672.48576168,66,1,0
"12978",660867.086821778,1058672.48576168,86,1,0
"12979",667287.086821778,1058672.48576168,71,0,0
"12980",673707.086821778,1058672.48576168,77,0,0
"12981",680127.086821778,1058672.48576168,78,0,0
"12982",686547.086821778,1058672.48576168,76,1,0
"12983",692967.086821778,1058672.48576168,83,3,0
"12984",699387.086821778,1058672.48576168,63,1,0
"12985",705807.086821778,1058672.48576168,69,0,0
"12986",712227.086821778,1058672.48576168,68,2,0
"12987",718647.086821778,1058672.48576168,69,0,0
"12988",725067.086821778,1058672.48576168,72,1,0
"12989",731487.086821778,1058672.48576168,64,1,0
"12990",737907.086821778,1058672.48576168,65,0,0
"12991",744327.086821778,1058672.48576168,69,4,0
"12992",750747.086821778,1058672.48576168,79,1,0
"12993",757167.086821778,1058672.48576168,64,3,0
"12994",763587.086821778,1058672.48576168,62,3,0
"12995",770007.086821778,1058672.48576168,62,1,0
"12996",776427.086821778,1058672.48576168,67,0,0
"12997",782847.086821778,1058672.48576168,69,2,0
"12998",789267.086821778,1058672.48576168,66,2,0
"12999",795687.086821778,1058672.48576168,77,0,0
"13000",802107.086821778,1058672.48576168,54,0,0
"13001",808527.086821778,1058672.48576168,71,4,0
"13002",814947.086821778,1058672.48576168,70,2,0
"13003",821367.086821778,1058672.48576168,41,0,0
"13004",827787.086821778,1058672.48576168,15,0,0
"13005",834207.086821778,1058672.48576168,21,0,0
"13006",840627.086821778,1058672.48576168,25,0,0
"13007",847047.086821778,1058672.48576168,45,1,0
"13008",853467.086821778,1058672.48576168,57,3,0
"13009",859887.086821778,1058672.48576168,63,1,0
"13010",866307.086821778,1058672.48576168,65,2,0
"13011",872727.086821778,1058672.48576168,67,2,0
"13012",879147.086821778,1058672.48576168,63,2,0
"13013",885567.086821778,1058672.48576168,50,4,0
"13014",891987.086821778,1058672.48576168,55,0,0
"13015",898407.086821778,1058672.48576168,60,10,0
"13016",904827.086821778,1058672.48576168,56,7,0
"13017",911247.086821778,1058672.48576168,69,0,0
"13018",917667.086821778,1058672.48576168,75,5,0
"13019",924087.086821778,1058672.48576168,76,1,0
"13020",930507.086821778,1058672.48576168,68,2,0
"13021",936927.086821778,1058672.48576168,46,0,0
"13022",943347.086821778,1058672.48576168,2,0,0
"13024",956187.086821778,1058672.48576168,5,0,0
"13025",962607.086821778,1058672.48576168,11,1,0
"13026",969027.086821778,1058672.48576168,35,1,0
"13027",975447.086821778,1058672.48576168,12,0,0
"13077",-32492.9131782223,1049432.48576168,3,0,3
"13078",-26072.9131782223,1049432.48576168,57,1,54
"13079",-19652.9131782223,1049432.48576168,57,0,55
"13080",-13232.9131782223,1049432.48576168,71,0,69
"13081",-6812.91317822225,1049432.48576168,70,0,63
"13082",-392.913178222254,1049432.48576168,72,0,62
"13083",6027.08682177775,1049432.48576168,69,0,59
"13084",12447.0868217777,1049432.48576168,68,0,62
"13085",18867.0868217777,1049432.48576168,69,0,67
"13086",25287.0868217777,1049432.48576168,68,0,60
"13087",31707.0868217777,1049432.48576168,68,0,61
"13088",38127.0868217777,1049432.48576168,70,0,57
"13089",44547.0868217777,1049432.48576168,69,0,57
"13090",50967.0868217777,1049432.48576168,68,2,60
"13091",57387.0868217777,1049432.48576168,73,1,65
"13092",63807.0868217777,1049432.48576168,75,1,66
"13093",70227.0868217777,1049432.48576168,74,9,36
"13094",76647.0868217777,1049432.48576168,73,2,52
"13095",83067.0868217777,1049432.48576168,73,4,32
"13096",89487.0868217777,1049432.48576168,72,0,64
"13097",95907.0868217777,1049432.48576168,73,0,72
"13098",102327.086821778,1049432.48576168,75,0,74
"13099",108747.086821778,1049432.48576168,68,0,64
"13100",115167.086821778,1049432.48576168,61,0,48
"13101",121587.086821778,1049432.48576168,69,2,31
"13102",128007.086821778,1049432.48576168,70,20,1
"13103",134427.086821778,1049432.48576168,69,4,9
"13104",140847.086821778,1049432.48576168,69,5,6
"13105",147267.086821778,1049432.48576168,69,3,11
"13106",153687.086821778,1049432.48576168,68,1,19
"13107",160107.086821778,1049432.48576168,69,5,13
"13108",166527.086821778,1049432.48576168,67,5,0
"13109",172947.086821778,1049432.48576168,72,6,1
"13110",179367.086821778,1049432.48576168,70,5,0
"13111",185787.086821778,1049432.48576168,72,8,0
"13112",192207.086821778,1049432.48576168,73,6,6
"13113",198627.086821778,1049432.48576168,74,10,0
"13114",205047.086821778,1049432.48576168,76,8,0
"13115",211467.086821778,1049432.48576168,70,6,1
"13116",217887.086821778,1049432.48576168,67,5,2
"13117",224307.086821778,1049432.48576168,71,9,0
"13118",230727.086821778,1049432.48576168,76,12,2
"13119",237147.086821778,1049432.48576168,72,6,0
"13120",243567.086821778,1049432.48576168,68,2,0
"13121",249987.086821778,1049432.48576168,73,5,0
"13122",256407.086821778,1049432.48576168,64,3,0
"13123",262827.086821778,1049432.48576168,60,2,0
"13124",269247.086821778,1049432.48576168,64,7,0
"13125",275667.086821778,1049432.48576168,66,8,0
"13126",282087.086821778,1049432.48576168,70,1,0
"13127",288507.086821778,1049432.48576168,70,0,0
"13128",294927.086821778,1049432.48576168,68,2,0
"13129",301347.086821778,1049432.48576168,68,0,0
"13130",307767.086821778,1049432.48576168,67,0,0
"13131",314187.086821778,1049432.48576168,71,1,0
"13132",320607.086821778,1049432.48576168,68,2,0
"13133",327027.086821778,1049432.48576168,71,8,0
"13134",333447.086821778,1049432.48576168,70,6,0
"13135",339867.086821778,1049432.48576168,69,8,0
"13136",346287.086821778,1049432.48576168,70,12,0
"13137",352707.086821778,1049432.48576168,67,9,0
"13138",359127.086821778,1049432.48576168,71,16,0
"13139",365547.086821778,1049432.48576168,67,2,0
"13140",371967.086821778,1049432.48576168,72,0,0
"13141",378387.086821778,1049432.48576168,71,1,0
"13142",384807.086821778,1049432.48576168,66,0,0
"13143",391227.086821778,1049432.48576168,71,0,0
"13144",397647.086821778,1049432.48576168,69,0,0
"13145",404067.086821778,1049432.48576168,69,0,0
"13146",410487.086821778,1049432.48576168,68,2,0
"13147",416907.086821778,1049432.48576168,67,4,0
"13148",423327.086821778,1049432.48576168,70,6,0
"13149",429747.086821778,1049432.48576168,69,0,0
"13150",436167.086821778,1049432.48576168,71,0,0
"13151",442587.086821778,1049432.48576168,54,1,0
"13152",449007.086821778,1049432.48576168,71,1,0
"13153",455427.086821778,1049432.48576168,67,2,0
"13154",461847.086821778,1049432.48576168,67,2,0
"13155",468267.086821778,1049432.48576168,70,0,0
"13156",474687.086821778,1049432.48576168,72,2,0
"13157",481107.086821778,1049432.48576168,65,8,0
"13158",487527.086821778,1049432.48576168,62,8,0
"13159",493947.086821778,1049432.48576168,73,6,0
"13160",500367.086821778,1049432.48576168,66,18,0
"13161",506787.086821778,1049432.48576168,71,17,0
"13162",513207.086821778,1049432.48576168,71,10,0
"13163",519627.086821778,1049432.48576168,64,5,0
"13164",526047.086821778,1049432.48576168,70,6,0
"13165",532467.086821778,1049432.48576168,72,7,0
"13166",538887.086821778,1049432.48576168,71,16,0
"13167",545307.086821778,1049432.48576168,68,12,0
"13168",551727.086821778,1049432.48576168,67,3,0
"13169",558147.086821778,1049432.48576168,64,11,0
"13170",564567.086821778,1049432.48576168,71,0,0
"13171",570987.086821778,1049432.48576168,65,0,0
"13172",577407.086821778,1049432.48576168,68,2,0
"13173",583827.086821778,1049432.48576168,70,4,0
"13174",590247.086821778,1049432.48576168,69,1,0
"13175",596667.086821778,1049432.48576168,68,4,0
"13176",603087.086821778,1049432.48576168,73,0,0
"13177",609507.086821778,1049432.48576168,69,4,0
"13178",615927.086821778,1049432.48576168,68,1,0
"13179",622347.086821778,1049432.48576168,70,7,0
"13180",628767.086821778,1049432.48576168,67,1,0
"13181",635187.086821778,1049432.48576168,68,1,0
"13182",641607.086821778,1049432.48576168,70,3,0
"13183",648027.086821778,1049432.48576168,71,0,0
"13184",654447.086821778,1049432.48576168,75,1,0
"13185",660867.086821778,1049432.48576168,83,0,0
"13186",667287.086821778,1049432.48576168,75,0,0
"13187",673707.086821778,1049432.48576168,72,0,0
"13188",680127.086821778,1049432.48576168,88,2,0
"13189",686547.086821778,1049432.48576168,73,0,0
"13190",692967.086821778,1049432.48576168,65,1,0
"13191",699387.086821778,1049432.48576168,67,1,0
"13192",705807.086821778,1049432.48576168,66,1,0
"13193",712227.086821778,1049432.48576168,66,1,0
"13194",718647.086821778,1049432.48576168,63,5,0
"13195",725067.086821778,1049432.48576168,61,7,0
"13196",731487.086821778,1049432.48576168,71,3,0
"13197",737907.086821778,1049432.48576168,61,1,0
"13198",744327.086821778,1049432.48576168,63,4,0
"13199",750747.086821778,1049432.48576168,82,1,0
"13200",757167.086821778,1049432.48576168,60,0,0
"13201",763587.086821778,1049432.48576168,39,1,0
"13202",770007.086821778,1049432.48576168,50,2,0
"13203",776427.086821778,1049432.48576168,48,2,0
"13204",782847.086821778,1049432.48576168,41,1,0
"13205",789267.086821778,1049432.48576168,55,5,0
"13206",795687.086821778,1049432.48576168,56,0,0
"13207",802107.086821778,1049432.48576168,39,0,0
"13208",808527.086821778,1049432.48576168,48,0,0
"13209",814947.086821778,1049432.48576168,25,3,0
"13216",859887.086821778,1049432.48576168,10,0,0
"13217",866307.086821778,1049432.48576168,30,1,0
"13218",872727.086821778,1049432.48576168,40,1,0
"13219",879147.086821778,1049432.48576168,55,0,0
"13220",885567.086821778,1049432.48576168,60,5,0
"13221",891987.086821778,1049432.48576168,8,2,0
"13222",898407.086821778,1049432.48576168,25,1,0
"13223",904827.086821778,1049432.48576168,36,4,0
"13224",911247.086821778,1049432.48576168,42,1,0
"13225",917667.086821778,1049432.48576168,46,1,0
"13226",924087.086821778,1049432.48576168,59,3,0
"13227",930507.086821778,1049432.48576168,61,0,0
"13228",936927.086821778,1049432.48576168,60,2,0
"13229",943347.086821778,1049432.48576168,48,1,0
"13230",949767.086821778,1049432.48576168,22,1,0
"13231",956187.086821778,1049432.48576168,23,0,0
"13232",962607.086821778,1049432.48576168,52,2,0
"13233",969027.086821778,1049432.48576168,66,4,0
"13234",975447.086821778,1049432.48576168,58,3,0
"13235",981867.086821778,1049432.48576168,11,1,0
"13284",-32492.9131782223,1040192.48576168,21,0,21
"13285",-26072.9131782223,1040192.48576168,70,2,65
"13286",-19652.9131782223,1040192.48576168,65,0,62
"13287",-13232.9131782223,1040192.48576168,60,0,58
"13288",-6812.91317822225,1040192.48576168,59,0,58
"13289",-392.913178222254,1040192.48576168,67,2,62
"13290",6027.08682177775,1040192.48576168,69,0,66
"13291",12447.0868217777,1040192.48576168,70,0,68
"13292",18867.0868217777,1040192.48576168,68,0,64
"13293",25287.0868217777,1040192.48576168,70,0,68
"13294",31707.0868217777,1040192.48576168,68,1,59
"13295",38127.0868217777,1040192.48576168,67,0,55
"13296",44547.0868217777,1040192.48576168,71,0,69
"13297",50967.0868217777,1040192.48576168,68,0,67
"13298",57387.0868217777,1040192.48576168,70,0,67
"13299",63807.0868217777,1040192.48576168,73,3,54
"13300",70227.0868217777,1040192.48576168,67,5,43
"13301",76647.0868217777,1040192.48576168,71,5,25
"13302",83067.0868217777,1040192.48576168,69,6,22
"13303",89487.0868217777,1040192.48576168,71,3,25
"13304",95907.0868217777,1040192.48576168,67,0,36
"13305",102327.086821778,1040192.48576168,78,3,45
"13306",108747.086821778,1040192.48576168,73,1,14
"13307",115167.086821778,1040192.48576168,59,3,0
"13308",121587.086821778,1040192.48576168,71,0,0
"13309",128007.086821778,1040192.48576168,68,3,1
"13310",134427.086821778,1040192.48576168,71,8,5
"13311",140847.086821778,1040192.48576168,68,3,17
"13312",147267.086821778,1040192.48576168,71,5,2
"13313",153687.086821778,1040192.48576168,69,5,1
"13314",160107.086821778,1040192.48576168,73,4,35
"13315",166527.086821778,1040192.48576168,68,2,38
"13316",172947.086821778,1040192.48576168,70,6,7
"13317",179367.086821778,1040192.48576168,69,5,1
"13318",185787.086821778,1040192.48576168,70,5,7
"13319",192207.086821778,1040192.48576168,69,8,0
"13320",198627.086821778,1040192.48576168,75,4,0
"13321",205047.086821778,1040192.48576168,70,6,0
"13322",211467.086821778,1040192.48576168,69,11,2
"13323",217887.086821778,1040192.48576168,69,18,2
"13324",224307.086821778,1040192.48576168,71,12,2
"13325",230727.086821778,1040192.48576168,70,23,0
"13326",237147.086821778,1040192.48576168,73,6,0
"13327",243567.086821778,1040192.48576168,69,4,1
"13328",249987.086821778,1040192.48576168,69,8,2
"13329",256407.086821778,1040192.48576168,70,2,0
"13330",262827.086821778,1040192.48576168,72,4,0
"13331",269247.086821778,1040192.48576168,70,3,0
"13332",275667.086821778,1040192.48576168,66,6,0
"13333",282087.086821778,1040192.48576168,68,6,0
"13334",288507.086821778,1040192.48576168,71,8,0
"13335",294927.086821778,1040192.48576168,68,6,0
"13336",301347.086821778,1040192.48576168,63,2,0
"13337",307767.086821778,1040192.48576168,66,3,0
"13338",314187.086821778,1040192.48576168,69,6,0
"13339",320607.086821778,1040192.48576168,68,3,0
"13340",327027.086821778,1040192.48576168,71,3,0
"13341",333447.086821778,1040192.48576168,66,10,0
"13342",339867.086821778,1040192.48576168,70,1,0
"13343",346287.086821778,1040192.48576168,70,1,0
"13344",352707.086821778,1040192.48576168,71,13,0
"13345",359127.086821778,1040192.48576168,73,0,0
"13346",365547.086821778,1040192.48576168,71,0,0
"13347",371967.086821778,1040192.48576168,69,1,0
"13348",378387.086821778,1040192.48576168,69,1,0
"13349",384807.086821778,1040192.48576168,70,3,0
"13350",391227.086821778,1040192.48576168,69,0,0
"13351",397647.086821778,1040192.48576168,65,1,0
"13352",404067.086821778,1040192.48576168,70,0,0
"13353",410487.086821778,1040192.48576168,70,0,0
"13354",416907.086821778,1040192.48576168,69,2,0
"13355",423327.086821778,1040192.48576168,70,0,0
"13356",429747.086821778,1040192.48576168,68,1,0
"13357",436167.086821778,1040192.48576168,70,1,0
"13358",442587.086821778,1040192.48576168,59,4,0
"13359",449007.086821778,1040192.48576168,65,1,0
"13360",455427.086821778,1040192.48576168,70,1,0
"13361",461847.086821778,1040192.48576168,69,0,0
"13362",468267.086821778,1040192.48576168,71,0,0
"13363",474687.086821778,1040192.48576168,64,5,0
"13364",481107.086821778,1040192.48576168,70,2,0
"13365",487527.086821778,1040192.48576168,68,1,0
"13366",493947.086821778,1040192.48576168,64,6,0
"13367",500367.086821778,1040192.48576168,69,11,0
"13368",506787.086821778,1040192.48576168,69,10,0
"13369",513207.086821778,1040192.48576168,70,4,0
"13370",519627.086821778,1040192.48576168,61,14,0
"13371",526047.086821778,1040192.48576168,61,3,0
"13372",532467.086821778,1040192.48576168,70,6,0
"13373",538887.086821778,1040192.48576168,70,13,0
"13374",545307.086821778,1040192.48576168,70,15,0
"13375",551727.086821778,1040192.48576168,70,5,0
"13376",558147.086821778,1040192.48576168,70,0,0
"13377",564567.086821778,1040192.48576168,69,1,0
"13378",570987.086821778,1040192.48576168,68,0,0
"13379",577407.086821778,1040192.48576168,70,2,0
"13380",583827.086821778,1040192.48576168,70,0,0
"13381",590247.086821778,1040192.48576168,63,0,0
"13382",596667.086821778,1040192.48576168,69,3,0
"13383",603087.086821778,1040192.48576168,69,2,0
"13384",609507.086821778,1040192.48576168,66,1,0
"13385",615927.086821778,1040192.48576168,77,1,0
"13386",622347.086821778,1040192.48576168,64,2,0
"13387",628767.086821778,1040192.48576168,66,3,0
"13388",635187.086821778,1040192.48576168,65,1,0
"13389",641607.086821778,1040192.48576168,69,0,0
"13390",648027.086821778,1040192.48576168,63,0,0
"13391",654447.086821778,1040192.48576168,77,0,0
"13392",660867.086821778,1040192.48576168,69,0,0
"13393",667287.086821778,1040192.48576168,66,1,0
"13394",673707.086821778,1040192.48576168,72,0,0
"13395",680127.086821778,1040192.48576168,67,0,0
"13396",686547.086821778,1040192.48576168,82,0,0
"13397",692967.086821778,1040192.48576168,72,4,0
"13398",699387.086821778,1040192.48576168,72,1,0
"13399",705807.086821778,1040192.48576168,61,2,0
"13400",712227.086821778,1040192.48576168,38,6,0
"13401",718647.086821778,1040192.48576168,71,1,0
"13402",725067.086821778,1040192.48576168,65,2,0
"13403",731487.086821778,1040192.48576168,57,4,0
"13404",737907.086821778,1040192.48576168,46,3,0
"13405",744327.086821778,1040192.48576168,34,4,0
"13406",750747.086821778,1040192.48576168,80,7,0
"13407",757167.086821778,1040192.48576168,74,1,0
"13408",763587.086821778,1040192.48576168,14,1,0
"13413",795687.086821778,1040192.48576168,2,0,0
"13425",872727.086821778,1040192.48576168,24,2,0
"13426",879147.086821778,1040192.48576168,51,1,0
"13427",885567.086821778,1040192.48576168,27,2,0
"13428",891987.086821778,1040192.48576168,1,1,0
"13429",898407.086821778,1040192.48576168,2,0,0
"13431",911247.086821778,1040192.48576168,11,0,0
"13432",917667.086821778,1040192.48576168,6,0,0
"13435",936927.086821778,1040192.48576168,1,0,0
"13436",943347.086821778,1040192.48576168,2,0,0
"13438",956187.086821778,1040192.48576168,13,1,0
"13439",962607.086821778,1040192.48576168,16,0,0
"13440",969027.086821778,1040192.48576168,15,0,0
"13441",975447.086821778,1040192.48576168,32,0,0
"13442",981867.086821778,1040192.48576168,11,0,0
"13491",-32492.9131782223,1030952.48576168,38,0,38
"13492",-26072.9131782223,1030952.48576168,64,0,61
"13493",-19652.9131782223,1030952.48576168,69,0,67
"13494",-13232.9131782223,1030952.48576168,70,0,66
"13495",-6812.91317822225,1030952.48576168,68,0,65
"13496",-392.913178222254,1030952.48576168,70,0,58
"13497",6027.08682177775,1030952.48576168,73,0,72
"13498",12447.0868217777,1030952.48576168,74,0,71
"13499",18867.0868217777,1030952.48576168,75,0,70
"13500",25287.0868217777,1030952.48576168,76,0,71
"13501",31707.0868217777,1030952.48576168,74,0,66
"13502",38127.0868217777,1030952.48576168,74,0,55
"13503",44547.0868217777,1030952.48576168,70,0,66
"13504",50967.0868217777,1030952.48576168,71,0,71
"13505",57387.0868217777,1030952.48576168,68,0,58
"13506",63807.0868217777,1030952.48576168,81,0,78
"13507",70227.0868217777,1030952.48576168,78,1,68
"13508",76647.0868217777,1030952.48576168,78,0,55
"13509",83067.0868217777,1030952.48576168,79,2,50
"13510",89487.0868217777,1030952.48576168,77,4,15
"13511",95907.0868217777,1030952.48576168,80,0,50
"13512",102327.086821778,1030952.48576168,75,2,59
"13513",108747.086821778,1030952.48576168,66,0,21
"13514",115167.086821778,1030952.48576168,66,3,0
"13515",121587.086821778,1030952.48576168,75,3,1
"13516",128007.086821778,1030952.48576168,75,0,0
"13517",134427.086821778,1030952.48576168,71,8,2
"13518",140847.086821778,1030952.48576168,74,3,5
"13519",147267.086821778,1030952.48576168,66,2,0
"13520",153687.086821778,1030952.48576168,70,6,1
"13521",160107.086821778,1030952.48576168,68,1,0
"13522",166527.086821778,1030952.48576168,70,10,8
"13523",172947.086821778,1030952.48576168,78,7,28
"13524",179367.086821778,1030952.48576168,69,7,6
"13525",185787.086821778,1030952.48576168,68,8,2
"13526",192207.086821778,1030952.48576168,70,4,1
"13527",198627.086821778,1030952.48576168,76,9,0
"13528",205047.086821778,1030952.48576168,78,13,0
"13529",211467.086821778,1030952.48576168,71,17,0
"13530",217887.086821778,1030952.48576168,75,16,2
"13531",224307.086821778,1030952.48576168,72,18,0
"13532",230727.086821778,1030952.48576168,75,14,3
"13533",237147.086821778,1030952.48576168,74,0,0
"13534",243567.086821778,1030952.48576168,69,2,0
"13535",249987.086821778,1030952.48576168,69,1,1
"13536",256407.086821778,1030952.48576168,70,0,0
"13537",262827.086821778,1030952.48576168,69,1,0
"13538",269247.086821778,1030952.48576168,62,3,0
"13539",275667.086821778,1030952.48576168,66,5,0
"13540",282087.086821778,1030952.48576168,69,14,0
"13541",288507.086821778,1030952.48576168,68,9,0
"13542",294927.086821778,1030952.48576168,63,9,0
"13543",301347.086821778,1030952.48576168,62,7,0
"13544",307767.086821778,1030952.48576168,70,4,0
"13545",314187.086821778,1030952.48576168,69,3,0
"13546",320607.086821778,1030952.48576168,69,6,0
"13547",327027.086821778,1030952.48576168,69,0,0
"13548",333447.086821778,1030952.48576168,70,0,0
"13549",339867.086821778,1030952.48576168,65,10,0
"13550",346287.086821778,1030952.48576168,67,2,0
"13551",352707.086821778,1030952.48576168,72,2,0
"13552",359127.086821778,1030952.48576168,68,0,0
"13553",365547.086821778,1030952.48576168,72,0,0
"13554",371967.086821778,1030952.48576168,68,0,0
"13555",378387.086821778,1030952.48576168,68,0,0
"13556",384807.086821778,1030952.48576168,68,0,0
"13557",391227.086821778,1030952.48576168,67,0,0
"13558",397647.086821778,1030952.48576168,71,0,0
"13559",404067.086821778,1030952.48576168,70,3,0
"13560",410487.086821778,1030952.48576168,67,0,0
"13561",416907.086821778,1030952.48576168,70,0,0
"13562",423327.086821778,1030952.48576168,69,0,0
"13563",429747.086821778,1030952.48576168,70,0,0
"13564",436167.086821778,1030952.48576168,70,0,0
"13565",442587.086821778,1030952.48576168,56,0,0
"13566",449007.086821778,1030952.48576168,72,2,0
"13567",455427.086821778,1030952.48576168,69,0,0
"13568",461847.086821778,1030952.48576168,70,0,0
"13569",468267.086821778,1030952.48576168,64,0,0
"13570",474687.086821778,1030952.48576168,70,0,0
"13571",481107.086821778,1030952.48576168,67,0,0
"13572",487527.086821778,1030952.48576168,62,3,0
"13573",493947.086821778,1030952.48576168,59,10,0
"13574",500367.086821778,1030952.48576168,65,7,0
"13575",506787.086821778,1030952.48576168,65,6,0
"13576",513207.086821778,1030952.48576168,71,5,0
"13577",519627.086821778,1030952.48576168,64,4,0
"13578",526047.086821778,1030952.48576168,69,2,0
"13579",532467.086821778,1030952.48576168,64,7,0
"13580",538887.086821778,1030952.48576168,66,3,0
"13581",545307.086821778,1030952.48576168,65,1,0
"13582",551727.086821778,1030952.48576168,70,5,0
"13583",558147.086821778,1030952.48576168,70,4,0
"13584",564567.086821778,1030952.48576168,67,0,0
"13585",570987.086821778,1030952.48576168,70,0,0
"13586",577407.086821778,1030952.48576168,72,1,0
"13587",583827.086821778,1030952.48576168,66,0,0
"13588",590247.086821778,1030952.48576168,70,0,0
"13589",596667.086821778,1030952.48576168,70,2,0
"13590",603087.086821778,1030952.48576168,69,0,0
"13591",609507.086821778,1030952.48576168,66,1,0
"13592",615927.086821778,1030952.48576168,73,0,0
"13593",622347.086821778,1030952.48576168,66,0,0
"13594",628767.086821778,1030952.48576168,68,1,0
"13595",635187.086821778,1030952.48576168,66,1,0
"13596",641607.086821778,1030952.48576168,59,2,0
"13597",648027.086821778,1030952.48576168,79,0,0
"13598",654447.086821778,1030952.48576168,79,1,0
"13599",660867.086821778,1030952.48576168,71,0,0
"13600",667287.086821778,1030952.48576168,72,0,0
"13601",673707.086821778,1030952.48576168,64,0,0
"13602",680127.086821778,1030952.48576168,70,0,0
"13603",686547.086821778,1030952.48576168,79,2,0
"13604",692967.086821778,1030952.48576168,72,2,0
"13605",699387.086821778,1030952.48576168,68,1,0
"13606",705807.086821778,1030952.48576168,17,0,0
"13607",712227.086821778,1030952.48576168,60,1,0
"13608",718647.086821778,1030952.48576168,64,1,0
"13609",725067.086821778,1030952.48576168,29,3,0
"13611",737907.086821778,1030952.48576168,10,0,0
"13612",744327.086821778,1030952.48576168,50,1,0
"13613",750747.086821778,1030952.48576168,76,7,0
"13614",757167.086821778,1030952.48576168,37,2,0
"13633",879147.086821778,1030952.48576168,3,1,0
"13634",885567.086821778,1030952.48576168,1,0,0
"13698",-32492.9131782223,1021712.48576168,54,0,50
"13699",-26072.9131782223,1021712.48576168,64,0,60
"13700",-19652.9131782223,1021712.48576168,67,0,67
"13701",-13232.9131782223,1021712.48576168,72,0,57
"13702",-6812.91317822225,1021712.48576168,67,0,63
"13703",-392.913178222254,1021712.48576168,67,0,59
"13704",6027.08682177775,1021712.48576168,69,1,53
"13705",12447.0868217777,1021712.48576168,69,0,64
"13706",18867.0868217777,1021712.48576168,68,1,62
"13707",25287.0868217777,1021712.48576168,71,0,62
"13708",31707.0868217777,1021712.48576168,68,0,63
"13709",38127.0868217777,1021712.48576168,70,0,64
"13710",44547.0868217777,1021712.48576168,71,0,60
"13711",50967.0868217777,1021712.48576168,77,0,72
"13712",57387.0868217777,1021712.48576168,72,0,67
"13713",63807.0868217777,1021712.48576168,75,0,73
"13714",70227.0868217777,1021712.48576168,71,0,61
"13715",76647.0868217777,1021712.48576168,68,1,48
"13716",83067.0868217777,1021712.48576168,71,2,60
"13717",89487.0868217777,1021712.48576168,68,1,55
"13718",95907.0868217777,1021712.48576168,68,0,46
"13719",102327.086821778,1021712.48576168,75,1,53
"13720",108747.086821778,1021712.48576168,60,0,47
"13721",115167.086821778,1021712.48576168,69,2,39
"13722",121587.086821778,1021712.48576168,68,0,21
"13723",128007.086821778,1021712.48576168,70,3,13
