"","x","y","cell","plots"
"7721",125000,1286000,7721,70
"7722",133000,1286000,7722,58
"7723",141000,1286000,7723,61
"7724",149000,1286000,7724,70
"7725",157000,1286000,7725,70
"7726",165000,1286000,7726,66
"7727",173000,1286000,7727,67
"7728",181000,1286000,7728,59
"7729",189000,1286000,7729,57
"7730",197000,1286000,7730,55
"7731",205000,1286000,7731,64
"7732",213000,1286000,7732,73
"7733",221000,1286000,7733,58
"7734",229000,1286000,7734,64
"7735",237000,1286000,7735,68
"7736",245000,1286000,7736,66
"7737",253000,1286000,7737,72
"7738",261000,1286000,7738,82
"7739",269000,1286000,7739,79
"7740",277000,1286000,7740,79
"7741",285000,1286000,7741,78
"7742",293000,1286000,7742,71
"7743",301000,1286000,7743,73
"7744",309000,1286000,7744,71
"7745",317000,1286000,7745,68
"7746",325000,1286000,7746,59
"7747",333000,1286000,7747,70
"7748",341000,1286000,7748,62
"7749",349000,1286000,7749,64
"7750",357000,1286000,7750,70
"7751",365000,1286000,7751,72
"7752",373000,1286000,7752,71
"7753",381000,1286000,7753,64
"7754",389000,1286000,7754,68
"7755",397000,1286000,7755,72
"7756",405000,1286000,7756,75
"7757",413000,1286000,7757,75
"7758",421000,1286000,7758,68
"7759",429000,1286000,7759,65
"7760",437000,1286000,7760,67
"7761",445000,1286000,7761,57
"7762",453000,1286000,7762,71
"7763",461000,1286000,7763,73
"7764",469000,1286000,7764,70
"7765",477000,1286000,7765,67
"7766",485000,1286000,7766,73
"7767",493000,1286000,7767,70
"7768",501000,1286000,7768,76
"7769",509000,1286000,7769,26
"7770",517000,1286000,7770,9
"7771",525000,1286000,7771,19
"7772",533000,1286000,7772,1
"7999",-19000,1278000,7999,52
"8000",-11000,1278000,8000,65
"8001",-3000,1278000,8001,67
"8002",5000,1278000,8002,71
"8003",13000,1278000,8003,76
"8004",21000,1278000,8004,74
"8005",29000,1278000,8005,74
"8006",37000,1278000,8006,73
"8007",45000,1278000,8007,74
"8008",53000,1278000,8008,70
"8009",61000,1278000,8009,59
"8010",69000,1278000,8010,65
"8011",77000,1278000,8011,72
"8012",85000,1278000,8012,66
"8013",93000,1278000,8013,69
"8014",101000,1278000,8014,72
"8015",109000,1278000,8015,73
"8016",117000,1278000,8016,70
"8017",125000,1278000,8017,63
"8018",133000,1278000,8018,45
"8019",141000,1278000,8019,65
"8020",149000,1278000,8020,58
"8021",157000,1278000,8021,58
"8022",165000,1278000,8022,72
"8023",173000,1278000,8023,70
"8024",181000,1278000,8024,68
"8025",189000,1278000,8025,61
"8026",197000,1278000,8026,48
"8027",205000,1278000,8027,57
"8028",213000,1278000,8028,68
"8029",221000,1278000,8029,61
"8030",229000,1278000,8030,67
"8031",237000,1278000,8031,69
"8032",245000,1278000,8032,65
"8033",253000,1278000,8033,73
"8034",261000,1278000,8034,66
"8035",269000,1278000,8035,60
"8036",277000,1278000,8036,74
"8037",285000,1278000,8037,84
"8038",293000,1278000,8038,76
"8039",301000,1278000,8039,78
"8040",309000,1278000,8040,61
"8041",317000,1278000,8041,73
"8042",325000,1278000,8042,82
"8043",333000,1278000,8043,74
"8044",341000,1278000,8044,70
"8045",349000,1278000,8045,60
"8046",357000,1278000,8046,65
"8047",365000,1278000,8047,62
"8048",373000,1278000,8048,73
"8049",381000,1278000,8049,72
"8050",389000,1278000,8050,72
"8051",397000,1278000,8051,71
"8052",405000,1278000,8052,72
"8053",413000,1278000,8053,66
"8054",421000,1278000,8054,68
"8055",429000,1278000,8055,72
"8056",437000,1278000,8056,70
"8057",445000,1278000,8057,68
"8058",453000,1278000,8058,73
"8059",461000,1278000,8059,68
"8060",469000,1278000,8060,70
"8061",477000,1278000,8061,73
"8062",485000,1278000,8062,72
"8063",493000,1278000,8063,70
"8064",501000,1278000,8064,61
"8065",509000,1278000,8065,18
"8295",-19000,1270000,8295,68
"8296",-11000,1270000,8296,67
"8297",-3000,1270000,8297,71
"8298",5000,1270000,8298,78
"8299",13000,1270000,8299,75
"8300",21000,1270000,8300,73
"8301",29000,1270000,8301,69
"8302",37000,1270000,8302,71
"8303",45000,1270000,8303,69
"8304",53000,1270000,8304,72
"8305",61000,1270000,8305,63
"8306",69000,1270000,8306,68
"8307",77000,1270000,8307,73
"8308",85000,1270000,8308,62
"8309",93000,1270000,8309,60
"8310",101000,1270000,8310,79
"8311",109000,1270000,8311,77
"8312",117000,1270000,8312,72
"8313",125000,1270000,8313,66
"8314",133000,1270000,8314,73
"8315",141000,1270000,8315,55
"8316",149000,1270000,8316,47
"8317",157000,1270000,8317,49
"8318",165000,1270000,8318,70
"8319",173000,1270000,8319,40
"8320",181000,1270000,8320,21
"8321",189000,1270000,8321,56
"8322",197000,1270000,8322,51
"8323",205000,1270000,8323,40
"8324",213000,1270000,8324,74
"8325",221000,1270000,8325,53
"8326",229000,1270000,8326,61
"8327",237000,1270000,8327,63
"8328",245000,1270000,8328,71
"8329",253000,1270000,8329,70
"8330",261000,1270000,8330,75
"8331",269000,1270000,8331,67
"8332",277000,1270000,8332,66
"8333",285000,1270000,8333,77
"8334",293000,1270000,8334,70
"8335",301000,1270000,8335,68
"8336",309000,1270000,8336,74
"8337",317000,1270000,8337,71
"8338",325000,1270000,8338,76
"8339",333000,1270000,8339,75
"8340",341000,1270000,8340,72
"8341",349000,1270000,8341,75
"8342",357000,1270000,8342,82
"8343",365000,1270000,8343,72
"8344",373000,1270000,8344,72
"8345",381000,1270000,8345,77
"8346",389000,1270000,8346,80
"8347",397000,1270000,8347,88
"8348",405000,1270000,8348,73
"8349",413000,1270000,8349,68
"8350",421000,1270000,8350,67
"8351",429000,1270000,8351,73
"8352",437000,1270000,8352,66
"8353",445000,1270000,8353,70
"8354",453000,1270000,8354,72
"8355",461000,1270000,8355,74
"8356",469000,1270000,8356,70
"8357",477000,1270000,8357,52
"8358",485000,1270000,8358,42
"8359",493000,1270000,8359,21
"8360",501000,1270000,8360,2
"8590",-27000,1262000,8590,7
"8591",-19000,1262000,8591,77
"8592",-11000,1262000,8592,81
"8593",-3000,1262000,8593,79
"8594",5000,1262000,8594,71
"8595",13000,1262000,8595,62
"8596",21000,1262000,8596,2
"8597",29000,1262000,8597,69
"8598",37000,1262000,8598,70
"8599",45000,1262000,8599,73
"8600",53000,1262000,8600,64
"8601",61000,1262000,8601,63
"8602",69000,1262000,8602,61
"8603",77000,1262000,8603,72
"8604",85000,1262000,8604,66
"8605",93000,1262000,8605,78
"8606",101000,1262000,8606,84
"8607",109000,1262000,8607,78
"8608",117000,1262000,8608,71
"8609",125000,1262000,8609,66
"8610",133000,1262000,8610,73
"8611",141000,1262000,8611,70
"8612",149000,1262000,8612,35
"8613",157000,1262000,8613,60
"8614",165000,1262000,8614,66
"8615",173000,1262000,8615,5
"8616",181000,1262000,8616,27
"8617",189000,1262000,8617,45
"8618",197000,1262000,8618,68
"8619",205000,1262000,8619,69
"8620",213000,1262000,8620,78
"8621",221000,1262000,8621,59
"8622",229000,1262000,8622,60
"8623",237000,1262000,8623,68
"8624",245000,1262000,8624,71
"8625",253000,1262000,8625,70
"8626",261000,1262000,8626,76
"8627",269000,1262000,8627,74
"8628",277000,1262000,8628,66
"8629",285000,1262000,8629,83
"8630",293000,1262000,8630,77
"8631",301000,1262000,8631,75
"8632",309000,1262000,8632,73
"8633",317000,1262000,8633,73
"8634",325000,1262000,8634,71
"8635",333000,1262000,8635,73
"8636",341000,1262000,8636,72
"8637",349000,1262000,8637,61
"8638",357000,1262000,8638,74
"8639",365000,1262000,8639,68
"8640",373000,1262000,8640,65
"8641",381000,1262000,8641,70
"8642",389000,1262000,8642,74
"8643",397000,1262000,8643,71
"8644",405000,1262000,8644,71
"8645",413000,1262000,8645,64
"8646",421000,1262000,8646,63
"8647",429000,1262000,8647,27
"8648",437000,1262000,8648,32
"8649",445000,1262000,8649,71
"8650",453000,1262000,8650,53
"8651",461000,1262000,8651,16
"8652",469000,1262000,8652,3
"8886",-27000,1254000,8886,7
"8887",-19000,1254000,8887,74
"8888",-11000,1254000,8888,74
"8889",-3000,1254000,8889,75
"8890",5000,1254000,8890,74
"8891",13000,1254000,8891,84
"8892",21000,1254000,8892,65
"8893",29000,1254000,8893,75
"8894",37000,1254000,8894,74
"8895",45000,1254000,8895,77
"8896",53000,1254000,8896,72
"8897",61000,1254000,8897,59
"8898",69000,1254000,8898,59
"8899",77000,1254000,8899,72
"8900",85000,1254000,8900,67
"8901",93000,1254000,8901,69
"8902",101000,1254000,8902,76
"8903",109000,1254000,8903,74
"8904",117000,1254000,8904,71
"8905",125000,1254000,8905,67
"8906",133000,1254000,8906,71
"8907",141000,1254000,8907,71
"8908",149000,1254000,8908,56
"8909",157000,1254000,8909,67
"8910",165000,1254000,8910,62
"8911",173000,1254000,8911,62
"8912",181000,1254000,8912,61
"8913",189000,1254000,8913,62
"8914",197000,1254000,8914,52
"8915",205000,1254000,8915,80
"8916",213000,1254000,8916,49
"8917",221000,1254000,8917,52
"8918",229000,1254000,8918,49
"8919",237000,1254000,8919,68
"8920",245000,1254000,8920,65
"8921",253000,1254000,8921,71
"8922",261000,1254000,8922,82
"8923",269000,1254000,8923,72
"8924",277000,1254000,8924,69
"8925",285000,1254000,8925,79
"8926",293000,1254000,8926,74
"8927",301000,1254000,8927,77
"8928",309000,1254000,8928,72
"8929",317000,1254000,8929,69
"8930",325000,1254000,8930,73
"8931",333000,1254000,8931,74
"8932",341000,1254000,8932,76
"8933",349000,1254000,8933,76
"8934",357000,1254000,8934,63
"8935",365000,1254000,8935,70
"8936",373000,1254000,8936,75
"8937",381000,1254000,8937,72
"8938",389000,1254000,8938,71
"8939",397000,1254000,8939,72
"8940",405000,1254000,8940,71
"8941",413000,1254000,8941,70
"8942",421000,1254000,8942,73
"8943",429000,1254000,8943,67
"8944",437000,1254000,8944,31
"8945",445000,1254000,8945,7
"9182",-27000,1246000,9182,14
"9183",-19000,1246000,9183,75
"9184",-11000,1246000,9184,75
"9185",-3000,1246000,9185,71
"9186",5000,1246000,9186,81
"9187",13000,1246000,9187,73
"9188",21000,1246000,9188,75
"9189",29000,1246000,9189,71
"9190",37000,1246000,9190,66
"9191",45000,1246000,9191,69
"9192",53000,1246000,9192,60
"9193",61000,1246000,9193,69
"9194",69000,1246000,9194,68
"9195",77000,1246000,9195,68
"9196",85000,1246000,9196,68
"9197",93000,1246000,9197,70
"9198",101000,1246000,9198,76
"9199",109000,1246000,9199,70
"9200",117000,1246000,9200,64
"9201",125000,1246000,9201,74
"9202",133000,1246000,9202,63
"9203",141000,1246000,9203,62
"9204",149000,1246000,9204,53
"9205",157000,1246000,9205,53
"9206",165000,1246000,9206,34
"9207",173000,1246000,9207,47
"9208",181000,1246000,9208,57
"9209",189000,1246000,9209,58
"9210",197000,1246000,9210,62
"9211",205000,1246000,9211,57
"9212",213000,1246000,9212,64
"9213",221000,1246000,9213,62
"9214",229000,1246000,9214,64
"9215",237000,1246000,9215,69
"9216",245000,1246000,9216,66
"9217",253000,1246000,9217,64
"9218",261000,1246000,9218,68
"9219",269000,1246000,9219,60
"9220",277000,1246000,9220,78
"9221",285000,1246000,9221,65
"9222",293000,1246000,9222,68
"9223",301000,1246000,9223,71
"9224",309000,1246000,9224,67
"9225",317000,1246000,9225,65
"9226",325000,1246000,9226,71
"9227",333000,1246000,9227,76
"9228",341000,1246000,9228,67
"9229",349000,1246000,9229,68
"9230",357000,1246000,9230,60
"9231",365000,1246000,9231,68
"9232",373000,1246000,9232,70
"9233",381000,1246000,9233,73
"9234",389000,1246000,9234,64
"9235",397000,1246000,9235,72
"9236",405000,1246000,9236,75
"9237",413000,1246000,9237,73
"9238",421000,1246000,9238,61
"9239",429000,1246000,9239,10
"9478",-27000,1238000,9478,7
"9479",-19000,1238000,9479,75
"9480",-11000,1238000,9480,76
"9481",-3000,1238000,9481,67
"9482",5000,1238000,9482,87
"9483",13000,1238000,9483,76
"9484",21000,1238000,9484,70
"9485",29000,1238000,9485,74
"9486",37000,1238000,9486,65
"9487",45000,1238000,9487,64
"9488",53000,1238000,9488,59
"9489",61000,1238000,9489,63
"9490",69000,1238000,9490,58
"9491",77000,1238000,9491,71
"9492",85000,1238000,9492,63
"9493",93000,1238000,9493,69
"9494",101000,1238000,9494,75
"9495",109000,1238000,9495,70
"9496",117000,1238000,9496,68
"9497",125000,1238000,9497,73
"9498",133000,1238000,9498,53
"9499",141000,1238000,9499,45
"9500",149000,1238000,9500,23
"9501",157000,1238000,9501,4
"9502",165000,1238000,9502,16
"9503",173000,1238000,9503,63
"9504",181000,1238000,9504,70
"9505",189000,1238000,9505,51
"9506",197000,1238000,9506,70
"9507",205000,1238000,9507,67
"9508",213000,1238000,9508,60
"9509",221000,1238000,9509,57
"9510",229000,1238000,9510,74
"9511",237000,1238000,9511,64
"9512",245000,1238000,9512,65
"9513",253000,1238000,9513,59
"9514",261000,1238000,9514,72
"9515",269000,1238000,9515,74
"9516",277000,1238000,9516,74
"9517",285000,1238000,9517,70
"9518",293000,1238000,9518,64
"9519",301000,1238000,9519,52
"9520",309000,1238000,9520,64
"9521",317000,1238000,9521,64
"9522",325000,1238000,9522,66
"9523",333000,1238000,9523,64
"9524",341000,1238000,9524,73
"9525",349000,1238000,9525,66
"9526",357000,1238000,9526,73
"9527",365000,1238000,9527,80
"9528",373000,1238000,9528,73
"9529",381000,1238000,9529,72
"9530",389000,1238000,9530,71
"9531",397000,1238000,9531,73
"9532",405000,1238000,9532,74
"9533",413000,1238000,9533,44
"9534",421000,1238000,9534,3
"9774",-27000,1230000,9774,21
"9775",-19000,1230000,9775,73
"9776",-11000,1230000,9776,75
"9777",-3000,1230000,9777,69
"9778",5000,1230000,9778,75
"9779",13000,1230000,9779,70
"9780",21000,1230000,9780,70
"9781",29000,1230000,9781,60
"9782",37000,1230000,9782,58
"9783",45000,1230000,9783,69
"9784",53000,1230000,9784,55
"9785",61000,1230000,9785,54
"9786",69000,1230000,9786,67
"9787",77000,1230000,9787,70
"9788",85000,1230000,9788,71
"9789",93000,1230000,9789,65
"9790",101000,1230000,9790,72
"9791",109000,1230000,9791,60
"9792",117000,1230000,9792,58
"9793",125000,1230000,9793,71
"9794",133000,1230000,9794,74
"9795",141000,1230000,9795,62
"9796",149000,1230000,9796,48
"9797",157000,1230000,9797,2
"9798",165000,1230000,9798,7
"9799",173000,1230000,9799,62
"9800",181000,1230000,9800,59
"9801",189000,1230000,9801,69
"9802",197000,1230000,9802,64
"9803",205000,1230000,9803,72
"9804",213000,1230000,9804,63
"9805",221000,1230000,9805,46
"9806",229000,1230000,9806,70
"9807",237000,1230000,9807,69
"9808",245000,1230000,9808,75
"9809",253000,1230000,9809,70
"9810",261000,1230000,9810,72
"9811",269000,1230000,9811,74
"9812",277000,1230000,9812,71
"9813",285000,1230000,9813,73
"9814",293000,1230000,9814,65
"9815",301000,1230000,9815,65
"9816",309000,1230000,9816,71
"9817",317000,1230000,9817,71
"9818",325000,1230000,9818,72
"9819",333000,1230000,9819,70
"9820",341000,1230000,9820,72
"9821",349000,1230000,9821,70
"9822",357000,1230000,9822,74
"9823",365000,1230000,9823,70
"9824",373000,1230000,9824,65
"9825",381000,1230000,9825,75
"9826",389000,1230000,9826,82
"9827",397000,1230000,9827,74
"9828",405000,1230000,9828,30
"10070",-27000,1222000,10070,37
"10071",-19000,1222000,10071,74
"10072",-11000,1222000,10072,73
"10073",-3000,1222000,10073,73
"10074",5000,1222000,10074,74
"10075",13000,1222000,10075,65
"10076",21000,1222000,10076,58
"10077",29000,1222000,10077,59
"10078",37000,1222000,10078,57
"10079",45000,1222000,10079,57
"10080",53000,1222000,10080,55
"10081",61000,1222000,10081,40
"10082",69000,1222000,10082,60
"10083",77000,1222000,10083,57
"10084",85000,1222000,10084,77
"10085",93000,1222000,10085,77
"10086",101000,1222000,10086,82
"10087",109000,1222000,10087,64
"10088",117000,1222000,10088,58
"10089",125000,1222000,10089,67
"10090",133000,1222000,10090,76
"10091",141000,1222000,10091,58
"10092",149000,1222000,10092,66
"10093",157000,1222000,10093,58
"10094",165000,1222000,10094,55
"10095",173000,1222000,10095,54
"10096",181000,1222000,10096,56
"10097",189000,1222000,10097,66
"10098",197000,1222000,10098,71
"10099",205000,1222000,10099,84
"10100",213000,1222000,10100,81
"10101",221000,1222000,10101,76
"10102",229000,1222000,10102,65
"10103",237000,1222000,10103,70
"10104",245000,1222000,10104,69
"10105",253000,1222000,10105,70
"10106",261000,1222000,10106,77
"10107",269000,1222000,10107,72
"10108",277000,1222000,10108,73
"10109",285000,1222000,10109,71
"10110",293000,1222000,10110,69
"10111",301000,1222000,10111,71
"10112",309000,1222000,10112,71
"10113",317000,1222000,10113,68
"10114",325000,1222000,10114,72
"10115",333000,1222000,10115,72
"10116",341000,1222000,10116,72
"10117",349000,1222000,10117,72
"10118",357000,1222000,10118,77
"10119",365000,1222000,10119,69
"10120",373000,1222000,10120,75
"10121",381000,1222000,10121,73
"10122",389000,1222000,10122,73
"10123",397000,1222000,10123,31
"10151",621000,1222000,10151,4
"10152",629000,1222000,10152,33
"10153",637000,1222000,10153,43
"10154",645000,1222000,10154,44
"10155",653000,1222000,10155,39
"10156",661000,1222000,10156,17
"10366",-27000,1214000,10366,53
"10367",-19000,1214000,10367,70
"10368",-11000,1214000,10368,74
"10369",-3000,1214000,10369,77
"10370",5000,1214000,10370,69
"10371",13000,1214000,10371,59
"10372",21000,1214000,10372,54
"10373",29000,1214000,10373,41
"10374",37000,1214000,10374,54
"10375",45000,1214000,10375,59
"10376",53000,1214000,10376,62
"10377",61000,1214000,10377,61
"10378",69000,1214000,10378,49
"10379",77000,1214000,10379,69
"10380",85000,1214000,10380,68
"10381",93000,1214000,10381,75
"10382",101000,1214000,10382,77
"10383",109000,1214000,10383,63
"10384",117000,1214000,10384,63
"10385",125000,1214000,10385,62
"10386",133000,1214000,10386,73
"10387",141000,1214000,10387,42
"10388",149000,1214000,10388,56
"10389",157000,1214000,10389,55
"10390",165000,1214000,10390,50
"10391",173000,1214000,10391,56
"10392",181000,1214000,10392,52
"10393",189000,1214000,10393,55
"10394",197000,1214000,10394,70
"10395",205000,1214000,10395,86
"10396",213000,1214000,10396,73
"10397",221000,1214000,10397,73
"10398",229000,1214000,10398,65
"10399",237000,1214000,10399,67
"10400",245000,1214000,10400,66
"10401",253000,1214000,10401,66
"10402",261000,1214000,10402,65
"10403",269000,1214000,10403,70
"10404",277000,1214000,10404,62
"10405",285000,1214000,10405,75
"10406",293000,1214000,10406,77
"10407",301000,1214000,10407,81
"10408",309000,1214000,10408,75
"10409",317000,1214000,10409,72
"10410",325000,1214000,10410,74
"10411",333000,1214000,10411,73
"10412",341000,1214000,10412,72
"10413",349000,1214000,10413,72
"10414",357000,1214000,10414,77
"10415",365000,1214000,10415,73
"10416",373000,1214000,10416,75
"10417",381000,1214000,10417,71
"10418",389000,1214000,10418,28
"10445",605000,1214000,10445,2
"10446",613000,1214000,10446,43
"10447",621000,1214000,10447,70
"10448",629000,1214000,10448,74
"10449",637000,1214000,10449,71
"10450",645000,1214000,10450,53
"10451",653000,1214000,10451,44
"10452",661000,1214000,10452,34
"10662",-27000,1206000,10662,64
"10663",-19000,1206000,10663,74
"10664",-11000,1206000,10664,65
"10665",-3000,1206000,10665,62
"10666",5000,1206000,10666,59
"10667",13000,1206000,10667,72
"10668",21000,1206000,10668,72
"10669",29000,1206000,10669,47
"10670",37000,1206000,10670,61
"10671",45000,1206000,10671,73
"10672",53000,1206000,10672,65
"10673",61000,1206000,10673,65
"10674",69000,1206000,10674,68
"10675",77000,1206000,10675,69
"10676",85000,1206000,10676,73
"10677",93000,1206000,10677,82
"10678",101000,1206000,10678,71
"10679",109000,1206000,10679,76
"10680",117000,1206000,10680,65
"10681",125000,1206000,10681,66
"10682",133000,1206000,10682,76
"10683",141000,1206000,10683,62
"10684",149000,1206000,10684,59
"10685",157000,1206000,10685,60
"10686",165000,1206000,10686,56
"10687",173000,1206000,10687,67
"10688",181000,1206000,10688,67
"10689",189000,1206000,10689,62
"10690",197000,1206000,10690,65
"10691",205000,1206000,10691,76
"10692",213000,1206000,10692,63
"10693",221000,1206000,10693,67
"10694",229000,1206000,10694,72
"10695",237000,1206000,10695,71
"10696",245000,1206000,10696,64
"10697",253000,1206000,10697,45
"10698",261000,1206000,10698,36
"10699",269000,1206000,10699,65
