"","x","y","cell","plots"
"12470",229000,1158000,12470,47
"12471",237000,1158000,12471,68
"12472",245000,1158000,12472,66
"12473",253000,1158000,12473,64
"12474",261000,1158000,12474,69
"12475",269000,1158000,12475,63
"12476",277000,1158000,12476,70
"12477",285000,1158000,12477,80
"12478",293000,1158000,12478,67
"12479",301000,1158000,12479,70
"12480",309000,1158000,12480,76
"12481",317000,1158000,12481,71
"12482",325000,1158000,12482,74
"12483",333000,1158000,12483,64
"12484",341000,1158000,12484,55
"12485",349000,1158000,12485,57
"12486",357000,1158000,12486,74
"12487",365000,1158000,12487,73
"12488",373000,1158000,12488,75
"12489",381000,1158000,12489,79
"12490",389000,1158000,12490,75
"12491",397000,1158000,12491,77
"12492",405000,1158000,12492,74
"12493",413000,1158000,12493,75
"12494",421000,1158000,12494,19
"12495",429000,1158000,12495,16
"12496",437000,1158000,12496,3
"12503",493000,1158000,12503,7
"12504",501000,1158000,12504,41
"12505",509000,1158000,12505,50
"12506",517000,1158000,12506,11
"12507",525000,1158000,12507,7
"12508",533000,1158000,12508,62
"12509",541000,1158000,12509,24
"12510",549000,1158000,12510,16
"12511",557000,1158000,12511,20
"12512",565000,1158000,12512,45
"12513",573000,1158000,12513,72
"12514",581000,1158000,12514,71
"12515",589000,1158000,12515,78
"12516",597000,1158000,12516,83
"12517",605000,1158000,12517,14
"12518",613000,1158000,12518,32
"12519",621000,1158000,12519,57
"12520",629000,1158000,12520,62
"12521",637000,1158000,12521,53
"12522",645000,1158000,12522,33
"12523",653000,1158000,12523,16
"12734",-27000,1150000,12734,2
"12735",-19000,1150000,12735,79
"12736",-11000,1150000,12736,83
"12737",-3000,1150000,12737,75
"12738",5000,1150000,12738,73
"12739",13000,1150000,12739,75
"12740",21000,1150000,12740,60
"12741",29000,1150000,12741,55
"12742",37000,1150000,12742,54
"12743",45000,1150000,12743,53
"12744",53000,1150000,12744,62
"12745",61000,1150000,12745,60
"12746",69000,1150000,12746,64
"12747",77000,1150000,12747,63
"12748",85000,1150000,12748,73
"12749",93000,1150000,12749,69
"12750",101000,1150000,12750,71
"12751",109000,1150000,12751,69
"12752",117000,1150000,12752,70
"12753",125000,1150000,12753,65
"12754",133000,1150000,12754,72
"12755",141000,1150000,12755,65
"12756",149000,1150000,12756,53
"12757",157000,1150000,12757,52
"12758",165000,1150000,12758,66
"12759",173000,1150000,12759,69
"12760",181000,1150000,12760,48
"12761",189000,1150000,12761,50
"12762",197000,1150000,12762,53
"12763",205000,1150000,12763,63
"12764",213000,1150000,12764,57
"12765",221000,1150000,12765,67
"12766",229000,1150000,12766,65
"12767",237000,1150000,12767,70
"12768",245000,1150000,12768,77
"12769",253000,1150000,12769,85
"12770",261000,1150000,12770,82
"12771",269000,1150000,12771,76
"12772",277000,1150000,12772,75
"12773",285000,1150000,12773,73
"12774",293000,1150000,12774,71
"12775",301000,1150000,12775,73
"12776",309000,1150000,12776,76
"12777",317000,1150000,12777,74
"12778",325000,1150000,12778,73
"12779",333000,1150000,12779,72
"12780",341000,1150000,12780,73
"12781",349000,1150000,12781,73
"12782",357000,1150000,12782,72
"12783",365000,1150000,12783,74
"12784",373000,1150000,12784,74
"12785",381000,1150000,12785,75
"12786",389000,1150000,12786,76
"12787",397000,1150000,12787,75
"12788",405000,1150000,12788,73
"12789",413000,1150000,12789,64
"12790",421000,1150000,12790,11
"12791",429000,1150000,12791,19
"12792",437000,1150000,12792,2
"12798",485000,1150000,12798,10
"12799",493000,1150000,12799,67
"12800",501000,1150000,12800,74
"12801",509000,1150000,12801,77
"12802",517000,1150000,12802,73
"12803",525000,1150000,12803,64
"12804",533000,1150000,12804,79
"12805",541000,1150000,12805,57
"12806",549000,1150000,12806,48
"12807",557000,1150000,12807,46
"12808",565000,1150000,12808,50
"12809",573000,1150000,12809,85
"12810",581000,1150000,12810,68
"12811",589000,1150000,12811,85
"12812",597000,1150000,12812,74
"12813",605000,1150000,12813,38
"12814",613000,1150000,12814,70
"12815",621000,1150000,12815,69
"12816",629000,1150000,12816,74
"12817",637000,1150000,12817,68
"12818",645000,1150000,12818,72
"12819",653000,1150000,12819,69
"12820",661000,1150000,12820,36
"12821",669000,1150000,12821,3
"13030",-27000,1142000,13030,3
"13031",-19000,1142000,13031,72
"13032",-11000,1142000,13032,73
"13033",-3000,1142000,13033,79
"13034",5000,1142000,13034,78
"13035",13000,1142000,13035,77
"13036",21000,1142000,13036,54
"13037",29000,1142000,13037,50
"13038",37000,1142000,13038,61
"13039",45000,1142000,13039,61
"13040",53000,1142000,13040,66
"13041",61000,1142000,13041,71
"13042",69000,1142000,13042,70
"13043",77000,1142000,13043,69
"13044",85000,1142000,13044,75
"13045",93000,1142000,13045,68
"13046",101000,1142000,13046,77
"13047",109000,1142000,13047,77
"13048",117000,1142000,13048,70
"13049",125000,1142000,13049,65
"13050",133000,1142000,13050,70
"13051",141000,1142000,13051,71
"13052",149000,1142000,13052,64
"13053",157000,1142000,13053,65
"13054",165000,1142000,13054,68
"13055",173000,1142000,13055,70
"13056",181000,1142000,13056,58
"13057",189000,1142000,13057,57
"13058",197000,1142000,13058,59
"13059",205000,1142000,13059,50
"13060",213000,1142000,13060,68
"13061",221000,1142000,13061,73
"13062",229000,1142000,13062,72
"13063",237000,1142000,13063,76
"13064",245000,1142000,13064,71
"13065",253000,1142000,13065,82
"13066",261000,1142000,13066,73
"13067",269000,1142000,13067,68
"13068",277000,1142000,13068,69
"13069",285000,1142000,13069,71
"13070",293000,1142000,13070,69
"13071",301000,1142000,13071,74
"13072",309000,1142000,13072,83
"13073",317000,1142000,13073,79
"13074",325000,1142000,13074,80
"13075",333000,1142000,13075,79
"13076",341000,1142000,13076,80
"13077",349000,1142000,13077,78
"13078",357000,1142000,13078,72
"13079",365000,1142000,13079,74
"13080",373000,1142000,13080,70
"13081",381000,1142000,13081,71
"13082",389000,1142000,13082,74
"13083",397000,1142000,13083,76
"13084",405000,1142000,13084,76
"13085",413000,1142000,13085,49
"13086",421000,1142000,13086,55
"13087",429000,1142000,13087,47
"13088",437000,1142000,13088,44
"13089",445000,1142000,13089,2
"13091",461000,1142000,13091,15
"13092",469000,1142000,13092,37
"13093",477000,1142000,13093,49
"13094",485000,1142000,13094,69
"13095",493000,1142000,13095,82
"13096",501000,1142000,13096,70
"13097",509000,1142000,13097,71
"13098",517000,1142000,13098,74
"13099",525000,1142000,13099,74
"13100",533000,1142000,13100,73
"13101",541000,1142000,13101,69
"13102",549000,1142000,13102,74
"13103",557000,1142000,13103,73
"13104",565000,1142000,13104,80
"13105",573000,1142000,13105,85
"13106",581000,1142000,13106,71
"13107",589000,1142000,13107,83
"13108",597000,1142000,13108,73
"13109",605000,1142000,13109,74
"13110",613000,1142000,13110,77
"13111",621000,1142000,13111,80
"13112",629000,1142000,13112,80
"13113",637000,1142000,13113,78
"13114",645000,1142000,13114,77
"13115",653000,1142000,13115,78
"13116",661000,1142000,13116,75
"13117",669000,1142000,13117,34
"13326",-27000,1134000,13326,19
"13327",-19000,1134000,13327,80
"13328",-11000,1134000,13328,77
"13329",-3000,1134000,13329,80
"13330",5000,1134000,13330,76
"13331",13000,1134000,13331,62
"13332",21000,1134000,13332,68
"13333",29000,1134000,13333,71
"13334",37000,1134000,13334,60
"13335",45000,1134000,13335,65
"13336",53000,1134000,13336,67
"13337",61000,1134000,13337,73
"13338",69000,1134000,13338,69
"13339",77000,1134000,13339,66
"13340",85000,1134000,13340,73
"13341",93000,1134000,13341,73
"13342",101000,1134000,13342,72
"13343",109000,1134000,13343,72
"13344",117000,1134000,13344,66
"13345",125000,1134000,13345,64
"13346",133000,1134000,13346,58
"13347",141000,1134000,13347,67
"13348",149000,1134000,13348,66
"13349",157000,1134000,13349,71
"13350",165000,1134000,13350,61
"13351",173000,1134000,13351,74
"13352",181000,1134000,13352,67
"13353",189000,1134000,13353,33
"13354",197000,1134000,13354,1
"13356",213000,1134000,13356,48
"13357",221000,1134000,13357,74
"13358",229000,1134000,13358,73
"13359",237000,1134000,13359,74
"13360",245000,1134000,13360,77
"13361",253000,1134000,13361,73
"13362",261000,1134000,13362,74
"13363",269000,1134000,13363,70
"13364",277000,1134000,13364,76
"13365",285000,1134000,13365,71
"13366",293000,1134000,13366,70
"13367",301000,1134000,13367,75
"13368",309000,1134000,13368,78
"13369",317000,1134000,13369,74
"13370",325000,1134000,13370,72
"13371",333000,1134000,13371,69
"13372",341000,1134000,13372,73
"13373",349000,1134000,13373,76
"13374",357000,1134000,13374,77
"13375",365000,1134000,13375,78
"13376",373000,1134000,13376,80
"13377",381000,1134000,13377,76
"13378",389000,1134000,13378,76
"13379",397000,1134000,13379,77
"13380",405000,1134000,13380,77
"13381",413000,1134000,13381,75
"13382",421000,1134000,13382,78
"13383",429000,1134000,13383,75
"13384",437000,1134000,13384,71
"13385",445000,1134000,13385,72
"13386",453000,1134000,13386,55
"13387",461000,1134000,13387,70
"13388",469000,1134000,13388,72
"13389",477000,1134000,13389,71
"13390",485000,1134000,13390,75
"13391",493000,1134000,13391,80
"13392",501000,1134000,13392,86
"13393",509000,1134000,13393,73
"13394",517000,1134000,13394,63
"13395",525000,1134000,13395,74
"13396",533000,1134000,13396,71
"13397",541000,1134000,13397,70
"13398",549000,1134000,13398,71
"13399",557000,1134000,13399,72
"13400",565000,1134000,13400,79
"13401",573000,1134000,13401,72
"13402",581000,1134000,13402,76
"13403",589000,1134000,13403,81
"13404",597000,1134000,13404,74
"13405",605000,1134000,13405,76
"13406",613000,1134000,13406,73
"13407",621000,1134000,13407,74
"13408",629000,1134000,13408,72
"13409",637000,1134000,13409,69
"13410",645000,1134000,13410,73
"13411",653000,1134000,13411,71
"13412",661000,1134000,13412,73
"13413",669000,1134000,13413,64
"13414",677000,1134000,13414,7
"13434",837000,1134000,13434,2
"13435",845000,1134000,13435,33
"13436",853000,1134000,13436,41
"13437",861000,1134000,13437,37
"13438",869000,1134000,13438,17
"13622",-27000,1126000,13622,26
"13623",-19000,1126000,13623,71
"13624",-11000,1126000,13624,66
"13625",-3000,1126000,13625,77
"13626",5000,1126000,13626,72
"13627",13000,1126000,13627,71
"13628",21000,1126000,13628,66
"13629",29000,1126000,13629,60
"13630",37000,1126000,13630,58
"13631",45000,1126000,13631,56
"13632",53000,1126000,13632,57
"13633",61000,1126000,13633,62
"13634",69000,1126000,13634,51
"13635",77000,1126000,13635,66
"13636",85000,1126000,13636,82
"13637",93000,1126000,13637,72
"13638",101000,1126000,13638,73
"13639",109000,1126000,13639,70
"13640",117000,1126000,13640,62
"13641",125000,1126000,13641,69
"13642",133000,1126000,13642,69
"13643",141000,1126000,13643,70
"13644",149000,1126000,13644,69
"13645",157000,1126000,13645,72
"13646",165000,1126000,13646,74
"13647",173000,1126000,13647,71
"13648",181000,1126000,13648,66
"13649",189000,1126000,13649,56
"13652",213000,1126000,13652,65
"13653",221000,1126000,13653,81
"13654",229000,1126000,13654,83
"13655",237000,1126000,13655,83
"13656",245000,1126000,13656,75
"13657",253000,1126000,13657,71
"13658",261000,1126000,13658,67
"13659",269000,1126000,13659,66
"13660",277000,1126000,13660,72
"13661",285000,1126000,13661,69
"13662",293000,1126000,13662,74
"13663",301000,1126000,13663,75
"13664",309000,1126000,13664,76
"13665",317000,1126000,13665,76
"13666",325000,1126000,13666,72
"13667",333000,1126000,13667,75
"13668",341000,1126000,13668,72
"13669",349000,1126000,13669,74
"13670",357000,1126000,13670,76
"13671",365000,1126000,13671,71
"13672",373000,1126000,13672,75
"13673",381000,1126000,13673,75
"13674",389000,1126000,13674,71
"13675",397000,1126000,13675,74
"13676",405000,1126000,13676,70
"13677",413000,1126000,13677,74
"13678",421000,1126000,13678,75
"13679",429000,1126000,13679,72
"13680",437000,1126000,13680,75
"13681",445000,1126000,13681,77
"13682",453000,1126000,13682,73
"13683",461000,1126000,13683,73
"13684",469000,1126000,13684,76
"13685",477000,1126000,13685,73
"13686",485000,1126000,13686,75
"13687",493000,1126000,13687,71
"13688",501000,1126000,13688,82
"13689",509000,1126000,13689,82
"13690",517000,1126000,13690,55
"13691",525000,1126000,13691,82
"13692",533000,1126000,13692,76
"13693",541000,1126000,13693,75
"13694",549000,1126000,13694,71
"13695",557000,1126000,13695,81
"13696",565000,1126000,13696,74
"13697",573000,1126000,13697,70
"13698",581000,1126000,13698,83
"13699",589000,1126000,13699,73
"13700",597000,1126000,13700,74
"13701",605000,1126000,13701,73
"13702",613000,1126000,13702,74
"13703",621000,1126000,13703,69
"13704",629000,1126000,13704,72
"13705",637000,1126000,13705,71
"13706",645000,1126000,13706,70
"13707",653000,1126000,13707,74
"13708",661000,1126000,13708,74
"13709",669000,1126000,13709,70
"13710",677000,1126000,13710,38
"13722",773000,1126000,13722,15
"13723",781000,1126000,13723,35
"13724",789000,1126000,13724,35
"13725",797000,1126000,13725,62
"13726",805000,1126000,13726,49
"13727",813000,1126000,13727,37
"13728",821000,1126000,13728,31
"13729",829000,1126000,13729,40
"13730",837000,1126000,13730,63
"13731",845000,1126000,13731,78
"13732",853000,1126000,13732,74
"13733",861000,1126000,13733,69
"13918",-27000,1118000,13918,44
"13919",-19000,1118000,13919,75
"13920",-11000,1118000,13920,58
"13921",-3000,1118000,13921,77
"13922",5000,1118000,13922,72
"13923",13000,1118000,13923,69
"13924",21000,1118000,13924,63
"13925",29000,1118000,13925,62
"13926",37000,1118000,13926,70
"13927",45000,1118000,13927,61
"13928",53000,1118000,13928,57
"13929",61000,1118000,13929,47
"13930",69000,1118000,13930,55
"13931",77000,1118000,13931,72
"13932",85000,1118000,13932,79
"13933",93000,1118000,13933,67
"13934",101000,1118000,13934,71
"13935",109000,1118000,13935,70
"13936",117000,1118000,13936,72
"13937",125000,1118000,13937,66
"13938",133000,1118000,13938,72
"13939",141000,1118000,13939,71
"13940",149000,1118000,13940,66
"13941",157000,1118000,13941,71
"13942",165000,1118000,13942,73
"13943",173000,1118000,13943,73
"13944",181000,1118000,13944,59
"13945",189000,1118000,13945,63
"13946",197000,1118000,13946,12
"13947",205000,1118000,13947,1
"13948",213000,1118000,13948,45
"13949",221000,1118000,13949,71
"13950",229000,1118000,13950,72
"13951",237000,1118000,13951,70
"13952",245000,1118000,13952,84
"13953",253000,1118000,13953,73
"13954",261000,1118000,13954,83
"13955",269000,1118000,13955,74
"13956",277000,1118000,13956,66
"13957",285000,1118000,13957,64
"13958",293000,1118000,13958,75
"13959",301000,1118000,13959,75
"13960",309000,1118000,13960,78
"13961",317000,1118000,13961,74
"13962",325000,1118000,13962,73
"13963",333000,1118000,13963,74
"13964",341000,1118000,13964,71
"13965",349000,1118000,13965,72
"13966",357000,1118000,13966,73
"13967",365000,1118000,13967,66
"13968",373000,1118000,13968,71
"13969",381000,1118000,13969,74
"13970",389000,1118000,13970,70
"13971",397000,1118000,13971,74
"13972",405000,1118000,13972,74
"13973",413000,1118000,13973,72
"13974",421000,1118000,13974,74
"13975",429000,1118000,13975,74
"13976",437000,1118000,13976,73
"13977",445000,1118000,13977,74
"13978",453000,1118000,13978,74
"13979",461000,1118000,13979,78
"13980",469000,1118000,13980,68
"13981",477000,1118000,13981,69
"13982",485000,1118000,13982,76
"13983",493000,1118000,13983,71
"13984",501000,1118000,13984,74
"13985",509000,1118000,13985,75
"13986",517000,1118000,13986,46
"13987",525000,1118000,13987,73
"13988",533000,1118000,13988,82
"13989",541000,1118000,13989,71
"13990",549000,1118000,13990,76
"13991",557000,1118000,13991,81
"13992",565000,1118000,13992,69
"13993",573000,1118000,13993,74
"13994",581000,1118000,13994,75
"13995",589000,1118000,13995,72
"13996",597000,1118000,13996,72
"13997",605000,1118000,13997,69
"13998",613000,1118000,13998,74
"13999",621000,1118000,13999,66
"14000",629000,1118000,14000,58
"14001",637000,1118000,14001,65
"14002",645000,1118000,14002,70
"14003",653000,1118000,14003,71
"14004",661000,1118000,14004,66
"14005",669000,1118000,14005,73
"14006",677000,1118000,14006,71
"14007",685000,1118000,14007,20
"14013",733000,1118000,14013,3
"14014",741000,1118000,14014,8
"14016",757000,1118000,14016,11
"14017",765000,1118000,14017,33
"14018",773000,1118000,14018,72
"14019",781000,1118000,14019,67
"14020",789000,1118000,14020,69
"14021",797000,1118000,14021,84
"14022",805000,1118000,14022,69
"14023",813000,1118000,14023,70
"14024",821000,1118000,14024,72
"14025",829000,1118000,14025,73
"14026",837000,1118000,14026,67
"14027",845000,1118000,14027,73
"14028",853000,1118000,14028,69
"14029",861000,1118000,14029,59
"14213",-35000,1110000,14213,13
"14214",-27000,1110000,14214,67
"14215",-19000,1110000,14215,74
"14216",-11000,1110000,14216,68
"14217",-3000,1110000,14217,80
"14218",5000,1110000,14218,63
"14219",13000,1110000,14219,59
"14220",21000,1110000,14220,66
"14221",29000,1110000,14221,57
"14222",37000,1110000,14222,66
"14223",45000,1110000,14223,64
"14224",53000,1110000,14224,62
"14225",61000,1110000,14225,58
"14226",69000,1110000,14226,58
"14227",77000,1110000,14227,70
"14228",85000,1110000,14228,70
"14229",93000,1110000,14229,74
"14230",101000,1110000,14230,73
"14231",109000,1110000,14231,70
"14232",117000,1110000,14232,71
"14233",125000,1110000,14233,68
"14234",133000,1110000,14234,67
"14235",141000,1110000,14235,68
"14236",149000,1110000,14236,67
"14237",157000,1110000,14237,65
"14238",165000,1110000,14238,60
"14239",173000,1110000,14239,62
"14240",181000,1110000,14240,68
"14241",189000,1110000,14241,72
"14242",197000,1110000,14242,48
"14243",205000,1110000,14243,65
"14244",213000,1110000,14244,66
"14245",221000,1110000,14245,75
"14246",229000,1110000,14246,70
"14247",237000,1110000,14247,78
"14248",245000,1110000,14248,77
"14249",253000,1110000,14249,69
"14250",261000,1110000,14250,73
"14251",269000,1110000,14251,67
"14252",277000,1110000,14252,72
"14253",285000,1110000,14253,72
"14254",293000,1110000,14254,72
"14255",301000,1110000,14255,77
"14256",309000,1110000,14256,74
"14257",317000,1110000,14257,75
"14258",325000,1110000,14258,70
"14259",333000,1110000,14259,72
"14260",341000,1110000,14260,70
"14261",349000,1110000,14261,74
"14262",357000,1110000,14262,73
"14263",365000,1110000,14263,67
"14264",373000,1110000,14264,75
"14265",381000,1110000,14265,68
"14266",389000,1110000,14266,66
"14267",397000,1110000,14267,74
"14268",405000,1110000,14268,72
"14269",413000,1110000,14269,74
"14270",421000,1110000,14270,70
"14271",429000,1110000,14271,75
"14272",437000,1110000,14272,73
"14273",445000,1110000,14273,72
"14274",453000,1110000,14274,74
"14275",461000,1110000,14275,74
"14276",469000,1110000,14276,77
"14277",477000,1110000,14277,70
"14278",485000,1110000,14278,73
"14279",493000,1110000,14279,71
"14280",501000,1110000,14280,73
"14281",509000,1110000,14281,70
"14282",517000,1110000,14282,70
"14283",525000,1110000,14283,73
"14284",533000,1110000,14284,83
"14285",541000,1110000,14285,74
"14286",549000,1110000,14286,70
"14287",557000,1110000,14287,82
"14288",565000,1110000,14288,79
"14289",573000,1110000,14289,82
"14290",581000,1110000,14290,82
"14291",589000,1110000,14291,78
"14292",597000,1110000,14292,82
"14293",605000,1110000,14293,74
"14294",613000,1110000,14294,80
"14295",621000,1110000,14295,76
"14296",629000,1110000,14296,73
"14297",637000,1110000,14297,69
"14298",645000,1110000,14298,73
"14299",653000,1110000,14299,69
"14300",661000,1110000,14300,69
"14301",669000,1110000,14301,66
"14302",677000,1110000,14302,72
"14303",685000,1110000,14303,66
"14304",693000,1110000,14304,33
"14305",701000,1110000,14305,42
"14306",709000,1110000,14306,65
"14307",717000,1110000,14307,30
"14309",733000,1110000,14309,13
"14310",741000,1110000,14310,40
"14311",749000,1110000,14311,35
"14312",757000,1110000,14312,74
"14313",765000,1110000,14313,83
"14314",773000,1110000,14314,82
"14315",781000,1110000,14315,81
"14316",789000,1110000,14316,76
"14317",797000,1110000,14317,90
"14318",805000,1110000,14318,69
"14319",813000,1110000,14319,71
"14320",821000,1110000,14320,75
"14321",829000,1110000,14321,75
"14322",837000,1110000,14322,70
"14323",845000,1110000,14323,82
"14324",853000,1110000,14324,72
"14325",861000,1110000,14325,50
"14333",925000,1110000,14333,8
"14334",933000,1110000,14334,5
"14508",-43000,1102000,14508,39
"14509",-35000,1102000,14509,70
"14510",-27000,1102000,14510,74
"14511",-19000,1102000,14511,71
"14512",-11000,1102000,14512,72
"14513",-3000,1102000,14513,85
"14514",5000,1102000,14514,59
"14515",13000,1102000,14515,65
"14516",21000,1102000,14516,63
"14517",29000,1102000,14517,73
"14518",37000,1102000,14518,70
"14519",45000,1102000,14519,54
"14520",53000,1102000,14520,48
"14521",61000,1102000,14521,57
"14522",69000,1102000,14522,64
"14523",77000,1102000,14523,68
"14524",85000,1102000,14524,49
"14525",93000,1102000,14525,68
"14526",101000,1102000,14526,72
"14527",109000,1102000,14527,74
"14528",117000,1102000,14528,77
"14529",125000,1102000,14529,69
"14530",133000,1102000,14530,73
"14531",141000,1102000,14531,61
"14532",149000,1102000,14532,62
"14533",157000,1102000,14533,53
"14534",165000,1102000,14534,65
"14535",173000,1102000,14535,65
"14536",181000,1102000,14536,67
"14537",189000,1102000,14537,78
"14538",197000,1102000,14538,70
"14539",205000,1102000,14539,70
"14540",213000,1102000,14540,74
"14541",221000,1102000,14541,69
"14542",229000,1102000,14542,67
"14543",237000,1102000,14543,69
"14544",245000,1102000,14544,75
"14545",253000,1102000,14545,66
"14546",261000,1102000,14546,72
"14547",269000,1102000,14547,72
"14548",277000,1102000,14548,72
"14549",285000,1102000,14549,73
"14550",293000,1102000,14550,72
"14551",301000,1102000,14551,73
"14552",309000,1102000,14552,74
"14553",317000,1102000,14553,71
"14554",325000,1102000,14554,69
"14555",333000,1102000,14555,67
"14556",341000,1102000,14556,70
"14557",349000,1102000,14557,76
"14558",357000,1102000,14558,74
"14559",365000,1102000,14559,73
"14560",373000,1102000,14560,72
"14561",381000,1102000,14561,72
"14562",389000,1102000,14562,75
"14563",397000,1102000,14563,63
"14564",405000,1102000,14564,73
"14565",413000,1102000,14565,73
"14566",421000,1102000,14566,76
"14567",429000,1102000,14567,74
"14568",437000,1102000,14568,72
"14569",445000,1102000,14569,75
"14570",453000,1102000,14570,74
"14571",461000,1102000,14571,68
"14572",469000,1102000,14572,72
"14573",477000,1102000,14573,72
"14574",485000,1102000,14574,67
"14575",493000,1102000,14575,68
"14576",501000,1102000,14576,67
"14577",509000,1102000,14577,71
"14578",517000,1102000,14578,73
"14579",525000,1102000,14579,74
"14580",533000,1102000,14580,75
"14581",541000,1102000,14581,78
"14582",549000,1102000,14582,84
"14583",557000,1102000,14583,88
"14584",565000,1102000,14584,69
"14585",573000,1102000,14585,70
"14586",581000,1102000,14586,67
"14587",589000,1102000,14587,72
"14588",597000,1102000,14588,66
"14589",605000,1102000,14589,70
"14590",613000,1102000,14590,70
"14591",621000,1102000,14591,71
"14592",629000,1102000,14592,80
"14593",637000,1102000,14593,71
"14594",645000,1102000,14594,71
"14595",653000,1102000,14595,72
"14596",661000,1102000,14596,72
"14597",669000,1102000,14597,68
"14598",677000,1102000,14598,70
"14599",685000,1102000,14599,76
"14600",693000,1102000,14600,70
"14601",701000,1102000,14601,72
"14602",709000,1102000,14602,71
"14603",717000,1102000,14603,75
"14604",725000,1102000,14604,48
"14605",733000,1102000,14605,65
"14606",741000,1102000,14606,44
"14607",749000,1102000,14607,72
"14608",757000,1102000,14608,75
"14609",765000,1102000,14609,74
"14610",773000,1102000,14610,74
"14611",781000,1102000,14611,72
"14612",789000,1102000,14612,74
"14613",797000,1102000,14613,79
"14614",805000,1102000,14614,69
"14615",813000,1102000,14615,74
"14616",821000,1102000,14616,72
"14617",829000,1102000,14617,68
"14618",837000,1102000,14618,75
"14619",845000,1102000,14619,85
"14620",853000,1102000,14620,72
"14621",861000,1102000,14621,66
"14622",869000,1102000,14622,41
"14623",877000,1102000,14623,19
"14624",885000,1102000,14624,26
"14625",893000,1102000,14625,35
"14627",909000,1102000,14627,28
"14628",917000,1102000,14628,43
"14629",925000,1102000,14629,56
"14630",933000,1102000,14630,12
"14803",-51000,1094000,14803,1
"14804",-43000,1094000,14804,60
"14805",-35000,1094000,14805,69
"14806",-27000,1094000,14806,72
"14807",-19000,1094000,14807,70
"14808",-11000,1094000,14808,78
"14809",-3000,1094000,14809,74
"14810",5000,1094000,14810,57
"14811",13000,1094000,14811,61
"14812",21000,1094000,14812,57
"14813",29000,1094000,14813,82
"14814",37000,1094000,14814,77
"14815",45000,1094000,14815,69
"14816",53000,1094000,14816,60
"14817",61000,1094000,14817,63
"14818",69000,1094000,14818,74
"14819",77000,1094000,14819,72
"14820",85000,1094000,14820,69
"14821",93000,1094000,14821,65
"14822",101000,1094000,14822,66
"14823",109000,1094000,14823,62
"14824",117000,1094000,14824,69
"14825",125000,1094000,14825,69
"14826",133000,1094000,14826,73
"14827",141000,1094000,14827,66
"14828",149000,1094000,14828,54
"14829",157000,1094000,14829,60
"14830",165000,1094000,14830,59
"14831",173000,1094000,14831,78
"14832",181000,1094000,14832,70
"14833",189000,1094000,14833,71
"14834",197000,1094000,14834,69
"14835",205000,1094000,14835,82
"14836",213000,1094000,14836,77
"14837",221000,1094000,14837,75
"14838",229000,1094000,14838,75
"14839",237000,1094000,14839,77
"14840",245000,1094000,14840,86
"14841",253000,1094000,14841,80
"14842",261000,1094000,14842,72
"14843",269000,1094000,14843,69
"14844",277000,1094000,14844,72
"14845",285000,1094000,14845,66
"14846",293000,1094000,14846,74
"14847",301000,1094000,14847,77
"14848",309000,1094000,14848,68
"14849",317000,1094000,14849,71
"14850",325000,1094000,14850,72
"14851",333000,1094000,14851,64
"14852",341000,1094000,14852,73
"14853",349000,1094000,14853,74
"14854",357000,1094000,14854,75
"14855",365000,1094000,14855,74
"14856",373000,1094000,14856,74
"14857",381000,1094000,14857,72
"14858",389000,1094000,14858,69
"14859",397000,1094000,14859,70
"14860",405000,1094000,14860,66
"14861",413000,1094000,14861,75
"14862",421000,1094000,14862,73
"14863",429000,1094000,14863,75
"14864",437000,1094000,14864,74
"14865",445000,1094000,14865,75
"14866",453000,1094000,14866,74
"14867",461000,1094000,14867,71
"14868",469000,1094000,14868,80
"14869",477000,1094000,14869,66
"14870",485000,1094000,14870,72
"14871",493000,1094000,14871,62
"14872",501000,1094000,14872,52
"14873",509000,1094000,14873,58
"14874",517000,1094000,14874,63
"14875",525000,1094000,14875,55
"14876",533000,1094000,14876,66
"14877",541000,1094000,14877,67
"14878",549000,1094000,14878,70
"14879",557000,1094000,14879,77
"14880",565000,1094000,14880,70
"14881",573000,1094000,14881,74
"14882",581000,1094000,14882,75
"14883",589000,1094000,14883,72
"14884",597000,1094000,14884,72
"14885",605000,1094000,14885,74
"14886",613000,1094000,14886,71
"14887",621000,1094000,14887,72
"14888",629000,1094000,14888,76
"14889",637000,1094000,14889,70
"14890",645000,1094000,14890,72
"14891",653000,1094000,14891,74
"14892",661000,1094000,14892,66
"14893",669000,1094000,14893,68
"14894",677000,1094000,14894,69
"14895",685000,1094000,14895,68
"14896",693000,1094000,14896,71
"14897",701000,1094000,14897,71
"14898",709000,1094000,14898,74
"14899",717000,1094000,14899,75
"14900",725000,1094000,14900,73
"14901",733000,1094000,14901,73
"14902",741000,1094000,14902,76
"14903",749000,1094000,14903,84
"14904",757000,1094000,14904,87
"14905",765000,1094000,14905,71
"14906",773000,1094000,14906,71
"14907",781000,1094000,14907,74
"14908",789000,1094000,14908,73
"14909",797000,1094000,14909,82
"14910",805000,1094000,14910,73
"14911",813000,1094000,14911,75
"14912",821000,1094000,14912,72
"14913",829000,1094000,14913,71
"14914",837000,1094000,14914,71
"14915",845000,1094000,14915,81
"14916",853000,1094000,14916,71
"14917",861000,1094000,14917,69
"14918",869000,1094000,14918,74
"14919",877000,1094000,14919,73
"14920",885000,1094000,14920,73
"14921",893000,1094000,14921,68
