"","x","y","cell","points"
"17251",589000,1030000,13588,71
"17252",597000,1030000,13589,74
"17253",605000,1030000,13590,71
"17254",613000,1030000,13592,74
"17255",621000,1030000,13593,80
"17256",629000,1030000,13594,78
"17257",637000,1030000,13595,67
"17258",645000,1030000,13597,78
"17259",653000,1030000,13598,85
"17260",661000,1030000,13599,74
"17261",669000,1030000,13600,73
"17262",677000,1030000,13602,74
"17263",685000,1030000,13603,83
"17264",693000,1030000,13604,75
"17265",701000,1030000,13605,65
"17266",709000,1030000,13606,26
"17267",717000,1030000,13608,70
"17268",725000,1030000,13609,28
"17270",741000,1030000,13611,34
"17271",749000,1030000,13613,81
"17272",757000,1030000,13614,30
"17469",-35000,1022000,13698,28
"17470",-27000,1022000,13699,68
"17471",-19000,1022000,13700,69
"17472",-11000,1022000,13701,66
"17473",-3000,1022000,13703,66
"17474",5000,1022000,13704,60
"17475",13000,1022000,13705,70
"17476",21000,1022000,13706,70
"17477",29000,1022000,13708,67
"17478",37000,1022000,13709,68
"17479",45000,1022000,13710,66
"17480",53000,1022000,13711,78
"17481",61000,1022000,13713,79
"17482",69000,1022000,13714,65
"17483",77000,1022000,13715,62
"17484",85000,1022000,13716,70
"17485",93000,1022000,13718,60
"17486",101000,1022000,13719,66
"17487",109000,1022000,13720,57
"17488",117000,1022000,13721,63
"17489",125000,1022000,13723,70
"17490",133000,1022000,13724,71
"17491",141000,1022000,13725,59
"17492",149000,1022000,13726,66
"17493",157000,1022000,13728,67
"17494",165000,1022000,13729,66
"17495",173000,1022000,13730,65
"17496",181000,1022000,13731,65
"17497",189000,1022000,13733,67
"17498",197000,1022000,13734,76
"17499",205000,1022000,13735,69
"17500",213000,1022000,13736,65
"17501",221000,1022000,13737,66
"17502",229000,1022000,13739,53
"17503",237000,1022000,13740,72
"17504",245000,1022000,13741,58
"17505",253000,1022000,13742,61
"17506",261000,1022000,13744,73
"17507",269000,1022000,13745,72
"17508",277000,1022000,13746,73
"17509",285000,1022000,13747,73
"17510",293000,1022000,13749,72
"17511",301000,1022000,13750,73
"17512",309000,1022000,13751,68
"17513",317000,1022000,13752,74
"17514",325000,1022000,13754,75
"17515",333000,1022000,13755,75
"17516",341000,1022000,13756,72
"17517",349000,1022000,13757,76
"17518",357000,1022000,13759,75
"17519",365000,1022000,13760,75
"17520",373000,1022000,13761,74
"17521",381000,1022000,13762,74
"17522",389000,1022000,13764,72
"17523",397000,1022000,13765,71
"17524",405000,1022000,13766,75
"17525",413000,1022000,13767,74
"17526",421000,1022000,13769,74
"17527",429000,1022000,13770,71
"17528",437000,1022000,13771,76
"17529",445000,1022000,13772,63
"17530",453000,1022000,13774,75
"17531",461000,1022000,13775,73
"17532",469000,1022000,13776,72
"17533",477000,1022000,13777,72
"17534",485000,1022000,13779,71
"17535",493000,1022000,13780,74
"17536",501000,1022000,13781,68
"17537",509000,1022000,13782,71
"17538",517000,1022000,13784,66
"17539",525000,1022000,13785,65
"17540",533000,1022000,13786,72
"17541",541000,1022000,13787,76
"17542",549000,1022000,13789,69
"17543",557000,1022000,13790,77
"17544",565000,1022000,13791,74
"17545",573000,1022000,13792,74
"17546",581000,1022000,13794,75
"17547",589000,1022000,13795,73
"17548",597000,1022000,13796,75
"17549",605000,1022000,13797,74
"17550",613000,1022000,13799,75
"17551",621000,1022000,13800,75
"17552",629000,1022000,13801,74
"17553",637000,1022000,13802,76
"17554",645000,1022000,13804,71
"17555",653000,1022000,13805,74
"17556",661000,1022000,13806,75
"17557",669000,1022000,13807,73
"17558",677000,1022000,13809,69
"17559",685000,1022000,13810,85
"17560",693000,1022000,13811,72
"17561",701000,1022000,13812,31
"17562",709000,1022000,13813,22
"17563",717000,1022000,13815,30
"17564",725000,1022000,13816,1
"17565",733000,1022000,13817,25
"17566",741000,1022000,13818,54
"17567",749000,1022000,13820,2
"17582",869000,1022000,13838,25
"17583",877000,1022000,13840,33
"17584",885000,1022000,13841,60
"17585",893000,1022000,13842,13
"17765",-35000,1014000,13905,32
"17766",-27000,1014000,13906,62
"17767",-19000,1014000,13907,68
"17768",-11000,1014000,13908,62
"17769",-3000,1014000,13910,71
"17770",5000,1014000,13911,70
"17771",13000,1014000,13912,68
"17772",21000,1014000,13913,70
"17773",29000,1014000,13915,70
"17774",37000,1014000,13916,71
"17775",45000,1014000,13917,60
"17776",53000,1014000,13918,58
"17777",61000,1014000,13920,76
"17778",69000,1014000,13921,60
"17779",77000,1014000,13922,66
"17780",85000,1014000,13923,64
"17781",93000,1014000,13925,63
"17782",101000,1014000,13926,69
"17783",109000,1014000,13927,57
"17784",117000,1014000,13928,63
"17785",125000,1014000,13930,60
"17786",133000,1014000,13931,66
"17787",141000,1014000,13932,64
"17788",149000,1014000,13933,68
"17789",157000,1014000,13935,66
"17790",165000,1014000,13936,67
"17791",173000,1014000,13937,62
"17792",181000,1014000,13938,58
"17793",189000,1014000,13940,71
"17794",197000,1014000,13941,70
"17795",205000,1014000,13942,74
"17796",213000,1014000,13943,67
"17797",221000,1014000,13944,59
"17798",229000,1014000,13946,57
"17799",237000,1014000,13947,71
"17800",245000,1014000,13948,66
"17801",253000,1014000,13949,77
"17802",261000,1014000,13951,68
"17803",269000,1014000,13952,72
"17804",277000,1014000,13953,71
"17805",285000,1014000,13954,65
"17806",293000,1014000,13956,74
"17807",301000,1014000,13957,71
"17808",309000,1014000,13958,73
"17809",317000,1014000,13959,75
"17810",325000,1014000,13961,75
"17811",333000,1014000,13962,76
"17812",341000,1014000,13963,72
"17813",349000,1014000,13964,75
"17814",357000,1014000,13966,73
"17815",365000,1014000,13967,76
"17816",373000,1014000,13968,72
"17817",381000,1014000,13969,71
"17818",389000,1014000,13971,74
"17819",397000,1014000,13972,74
"17820",405000,1014000,13973,73
"17821",413000,1014000,13974,77
"17822",421000,1014000,13976,73
"17823",429000,1014000,13977,74
"17824",437000,1014000,13978,72
"17825",445000,1014000,13979,66
"17826",453000,1014000,13981,76
"17827",461000,1014000,13982,77
"17828",469000,1014000,13983,77
"17829",477000,1014000,13984,76
"17830",485000,1014000,13986,74
"17831",493000,1014000,13987,72
"17832",501000,1014000,13988,66
"17833",509000,1014000,13989,74
"17834",517000,1014000,13991,68
"17835",525000,1014000,13992,73
"17836",533000,1014000,13993,66
"17837",541000,1014000,13994,63
"17838",549000,1014000,13996,74
"17839",557000,1014000,13997,66
"17840",565000,1014000,13998,72
"17841",573000,1014000,13999,73
"17842",581000,1014000,14001,72
"17843",589000,1014000,14002,74
"17844",597000,1014000,14003,77
"17845",605000,1014000,14004,72
"17846",613000,1014000,14006,77
"17847",621000,1014000,14007,75
"17848",629000,1014000,14008,77
"17849",637000,1014000,14009,75
"17850",645000,1014000,14011,75
"17851",653000,1014000,14012,52
"17852",661000,1014000,14013,27
"17853",669000,1014000,14014,72
"17854",677000,1014000,14016,76
"17855",685000,1014000,14017,85
"17856",693000,1014000,14018,31
"17861",733000,1014000,14024,37
"17862",741000,1014000,14025,12
"17877",861000,1014000,14044,10
"17878",869000,1014000,14045,58
"17879",877000,1014000,14047,74
"17880",885000,1014000,14048,72
"17881",893000,1014000,14049,75
"17882",901000,1014000,14050,33
"17883",909000,1014000,14052,6
"17884",917000,1014000,14053,7
"18061",-35000,1006000,14112,51
"18062",-27000,1006000,14113,58
"18063",-19000,1006000,14114,66
"18064",-11000,1006000,14115,68
"18065",-3000,1006000,14117,81
"18066",5000,1006000,14118,73
"18067",13000,1006000,14119,71
"18068",21000,1006000,14120,69
"18069",29000,1006000,14122,71
"18070",37000,1006000,14123,72
"18071",45000,1006000,14124,58
"18072",53000,1006000,14125,62
"18073",61000,1006000,14127,62
"18074",69000,1006000,14128,55
"18075",77000,1006000,14129,61
"18076",85000,1006000,14130,45
"18077",93000,1006000,14132,62
"18078",101000,1006000,14133,68
"18079",109000,1006000,14134,50
"18080",117000,1006000,14135,58
"18081",125000,1006000,14137,54
"18082",133000,1006000,14138,67
"18083",141000,1006000,14139,70
"18084",149000,1006000,14140,71
"18085",157000,1006000,14142,71
"18086",165000,1006000,14143,66
"18087",173000,1006000,14144,62
"18088",181000,1006000,14145,66
"18089",189000,1006000,14147,70
"18090",197000,1006000,14148,66
"18091",205000,1006000,14149,72
"18092",213000,1006000,14150,62
"18093",221000,1006000,14151,57
"18094",229000,1006000,14153,56
"18095",237000,1006000,14154,75
"18096",245000,1006000,14155,64
"18097",253000,1006000,14156,69
"18098",261000,1006000,14158,74
"18099",269000,1006000,14159,71
"18100",277000,1006000,14160,73
"18101",285000,1006000,14161,75
"18102",293000,1006000,14163,70
"18103",301000,1006000,14164,76
"18104",309000,1006000,14165,75
"18105",317000,1006000,14166,75
"18106",325000,1006000,14168,76
"18107",333000,1006000,14169,76
"18108",341000,1006000,14170,73
"18109",349000,1006000,14171,72
"18110",357000,1006000,14173,72
"18111",365000,1006000,14174,74
"18112",373000,1006000,14175,71
"18113",381000,1006000,14176,74
"18114",389000,1006000,14178,72
"18115",397000,1006000,14179,75
"18116",405000,1006000,14180,75
"18117",413000,1006000,14181,73
"18118",421000,1006000,14183,75
"18119",429000,1006000,14184,73
"18120",437000,1006000,14185,65
"18121",445000,1006000,14186,72
"18122",453000,1006000,14188,75
"18123",461000,1006000,14189,72
"18124",469000,1006000,14190,73
"18125",477000,1006000,14191,76
"18126",485000,1006000,14193,74
"18127",493000,1006000,14194,75
"18128",501000,1006000,14195,71
"18129",509000,1006000,14196,75
"18130",517000,1006000,14198,74
"18131",525000,1006000,14199,65
"18132",533000,1006000,14200,65
"18133",541000,1006000,14201,69
"18134",549000,1006000,14203,74
"18135",557000,1006000,14204,73
"18136",565000,1006000,14205,67
"18137",573000,1006000,14206,75
"18138",581000,1006000,14208,73
"18139",589000,1006000,14209,70
"18140",597000,1006000,14210,76
"18141",605000,1006000,14211,73
"18142",613000,1006000,14213,75
"18143",621000,1006000,14214,73
"18144",629000,1006000,14215,78
"18145",637000,1006000,14216,77
"18146",645000,1006000,14218,73
"18147",653000,1006000,14219,68
"18148",661000,1006000,14220,62
"18149",669000,1006000,14221,73
"18150",677000,1006000,14223,74
"18151",685000,1006000,14224,70
"18157",733000,1006000,14231,12
"18158",741000,1006000,14232,1
"18172",853000,1006000,14250,9
"18173",861000,1006000,14251,71
"18174",869000,1006000,14252,78
"18175",877000,1006000,14254,74
"18176",885000,1006000,14255,69
"18177",893000,1006000,14256,73
"18178",901000,1006000,14257,86
"18179",909000,1006000,14259,74
"18180",917000,1006000,14260,73
"18181",925000,1006000,14261,54
"18182",933000,1006000,14262,1
"18356",-43000,998000,14317,1
"18357",-35000,998000,14319,72
"18358",-27000,998000,14320,72
"18359",-19000,998000,14321,71
"18360",-11000,998000,14322,69
"18361",-3000,998000,14324,77
"18362",5000,998000,14325,72
"18363",13000,998000,14326,79
"18364",21000,998000,14327,72
"18365",29000,998000,14329,66
"18366",37000,998000,14330,76
"18367",45000,998000,14331,57
"18368",53000,998000,14332,60
"18369",61000,998000,14334,77
"18370",69000,998000,14335,68
"18371",77000,998000,14336,61
"18372",85000,998000,14337,50
"18373",93000,998000,14339,71
"18374",101000,998000,14340,72
"18375",109000,998000,14341,55
"18376",117000,998000,14342,54
"18377",125000,998000,14344,61
"18378",133000,998000,14345,55
"18379",141000,998000,14346,67
"18380",149000,998000,14347,67
"18381",157000,998000,14349,61
"18382",165000,998000,14350,63
"18383",173000,998000,14351,65
"18384",181000,998000,14352,67
"18385",189000,998000,14354,61
"18386",197000,998000,14355,65
"18387",205000,998000,14356,73
"18388",213000,998000,14357,69
"18389",221000,998000,14358,70
"18390",229000,998000,14360,56
"18391",237000,998000,14361,69
"18392",245000,998000,14362,73
"18393",253000,998000,14363,72
"18394",261000,998000,14365,74
"18395",269000,998000,14366,72
"18396",277000,998000,14367,74
"18397",285000,998000,14368,74
"18398",293000,998000,14370,74
"18399",301000,998000,14371,72
"18400",309000,998000,14372,74
"18401",317000,998000,14373,73
"18402",325000,998000,14375,73
"18403",333000,998000,14376,73
"18404",341000,998000,14377,74
"18405",349000,998000,14378,73
"18406",357000,998000,14380,70
"18407",365000,998000,14381,72
"18408",373000,998000,14382,74
"18409",381000,998000,14383,71
"18410",389000,998000,14385,73
"18411",397000,998000,14386,74
"18412",405000,998000,14387,75
"18413",413000,998000,14388,76
"18414",421000,998000,14390,75
"18415",429000,998000,14391,73
"18416",437000,998000,14392,62
"18417",445000,998000,14393,72
"18418",453000,998000,14395,73
"18419",461000,998000,14396,73
"18420",469000,998000,14397,75
"18421",477000,998000,14398,74
"18422",485000,998000,14400,73
"18423",493000,998000,14401,75
"18424",501000,998000,14402,74
"18425",509000,998000,14403,73
"18426",517000,998000,14405,72
"18427",525000,998000,14406,75
"18428",533000,998000,14407,73
"18429",541000,998000,14408,70
"18430",549000,998000,14410,72
"18431",557000,998000,14411,66
"18432",565000,998000,14412,72
"18433",573000,998000,14413,72
"18434",581000,998000,14415,75
"18435",589000,998000,14416,73
"18436",597000,998000,14417,74
"18437",605000,998000,14418,75
"18438",613000,998000,14420,73
"18439",621000,998000,14421,77
"18440",629000,998000,14422,75
"18441",637000,998000,14423,74
"18442",645000,998000,14425,69
"18443",653000,998000,14426,74
"18444",661000,998000,14427,74
"18445",669000,998000,14428,71
"18446",677000,998000,14430,75
"18447",685000,998000,14431,21
"18468",853000,998000,14457,20
"18469",861000,998000,14458,75
"18470",869000,998000,14459,76
"18471",877000,998000,14461,75
"18472",885000,998000,14462,74
"18473",893000,998000,14463,61
"18474",901000,998000,14464,39
"18475",909000,998000,14466,73
"18476",917000,998000,14467,70
"18477",925000,998000,14468,79
"18478",933000,998000,14469,22
"18652",-43000,990000,14317,9
"18653",-35000,990000,14319,74
"18654",-27000,990000,14320,72
"18655",-19000,990000,14321,74
"18656",-11000,990000,14322,71
"18657",-3000,990000,14324,70
"18658",5000,990000,14325,71
"18659",13000,990000,14326,65
"18660",21000,990000,14327,66
"18661",29000,990000,14329,70
"18662",37000,990000,14330,73
"18663",45000,990000,14331,74
"18664",53000,990000,14332,64
"18665",61000,990000,14334,62
"18666",69000,990000,14335,70
"18667",77000,990000,14336,65
"18668",85000,990000,14337,63
"18669",93000,990000,14339,72
"18670",101000,990000,14340,72
"18671",109000,990000,14341,60
"18672",117000,990000,14342,71
"18673",125000,990000,14344,63
"18674",133000,990000,14345,66
"18675",141000,990000,14346,69
"18676",149000,990000,14347,73
"18677",157000,990000,14349,71
"18678",165000,990000,14350,73
"18679",173000,990000,14351,73
"18680",181000,990000,14352,60
"18681",189000,990000,14354,60
"18682",197000,990000,14355,72
"18683",205000,990000,14356,65
"18684",213000,990000,14357,77
"18685",221000,990000,14358,74
"18686",229000,990000,14360,63
"18687",237000,990000,14361,63
"18688",245000,990000,14362,73
"18689",253000,990000,14363,62
"18690",261000,990000,14365,75
"18691",269000,990000,14366,75
"18692",277000,990000,14367,80
"18693",285000,990000,14368,82
"18694",293000,990000,14370,76
"18695",301000,990000,14371,73
"18696",309000,990000,14372,77
"18697",317000,990000,14373,78
"18698",325000,990000,14375,79
"18699",333000,990000,14376,74
"18700",341000,990000,14377,73
"18701",349000,990000,14378,77
"18702",357000,990000,14380,73
"18703",365000,990000,14381,77
"18704",373000,990000,14382,75
"18705",381000,990000,14383,74
"18706",389000,990000,14385,75
"18707",397000,990000,14386,76
"18708",405000,990000,14387,74
"18709",413000,990000,14388,75
"18710",421000,990000,14390,74
"18711",429000,990000,14391,72
"18712",437000,990000,14392,64
"18713",445000,990000,14393,75
"18714",453000,990000,14395,72
"18715",461000,990000,14396,74
"18716",469000,990000,14397,73
"18717",477000,990000,14398,73
"18718",485000,990000,14400,73
"18719",493000,990000,14401,74
"18720",501000,990000,14402,72
"18721",509000,990000,14403,73
"18722",517000,990000,14405,72
"18723",525000,990000,14406,75
"18724",533000,990000,14407,65
"18725",541000,990000,14408,68
"18726",549000,990000,14410,73
"18727",557000,990000,14411,74
"18728",565000,990000,14412,72
"18729",573000,990000,14413,69
"18730",581000,990000,14415,74
"18731",589000,990000,14416,73
"18732",597000,990000,14417,74
"18733",605000,990000,14418,72
"18734",613000,990000,14420,74
"18735",621000,990000,14421,73
"18736",629000,990000,14422,72
"18737",637000,990000,14423,74
"18738",645000,990000,14425,70
"18739",653000,990000,14426,70
"18740",661000,990000,14427,75
"18741",669000,990000,14428,67
"18742",677000,990000,14430,57
"18746",709000,990000,14434,8
"18747",717000,990000,14436,21
"18748",725000,990000,14437,2
"18757",797000,990000,14448,9
"18758",805000,990000,14449,4
"18764",853000,990000,14457,2
"18765",861000,990000,14458,60
"18766",869000,990000,14459,72
"18767",877000,990000,14461,75
"18768",885000,990000,14462,68
"18769",893000,990000,14463,34
"18770",901000,990000,14464,58
"18771",909000,990000,14466,78
"18772",917000,990000,14467,43
"18773",925000,990000,14468,61
"18774",933000,990000,14469,68
"18775",941000,990000,14471,60
"18776",949000,990000,14472,39
"18948",-43000,982000,14524,20
"18949",-35000,982000,14526,78
"18950",-27000,982000,14527,79
"18951",-19000,982000,14528,76
"18952",-11000,982000,14529,71
"18953",-3000,982000,14531,65
"18954",5000,982000,14532,66
"18955",13000,982000,14533,59
"18956",21000,982000,14534,68
"18957",29000,982000,14536,70
"18958",37000,982000,14537,65
"18959",45000,982000,14538,74
"18960",53000,982000,14539,64
"18961",61000,982000,14541,59
"18962",69000,982000,14542,68
"18963",77000,982000,14543,65
"18964",85000,982000,14544,65
"18965",93000,982000,14546,63
"18966",101000,982000,14547,62
"18967",109000,982000,14548,50
"18968",117000,982000,14549,66
"18969",125000,982000,14551,68
"18970",133000,982000,14552,66
"18971",141000,982000,14553,71
"18972",149000,982000,14554,75
"18973",157000,982000,14556,72
"18974",165000,982000,14557,71
"18975",173000,982000,14558,69
"18976",181000,982000,14559,38
"18977",189000,982000,14561,32
"18978",197000,982000,14562,68
"18979",205000,982000,14563,66
"18980",213000,982000,14564,66
"18981",221000,982000,14565,72
"18982",229000,982000,14567,73
"18983",237000,982000,14568,77
"18984",245000,982000,14569,71
"18985",253000,982000,14570,62
"18986",261000,982000,14572,76
"18987",269000,982000,14573,75
"18988",277000,982000,14574,75
"18989",285000,982000,14575,76
"18990",293000,982000,14577,72
"18991",301000,982000,14578,75
"18992",309000,982000,14579,75
"18993",317000,982000,14580,74
"18994",325000,982000,14582,72
"18995",333000,982000,14583,77
"18996",341000,982000,14584,74
"18997",349000,982000,14585,75
"18998",357000,982000,14587,76
"18999",365000,982000,14588,77
"19000",373000,982000,14589,76
"19001",381000,982000,14590,75
"19002",389000,982000,14592,77
"19003",397000,982000,14593,79
"19004",405000,982000,14594,77
"19005",413000,982000,14595,74
"19006",421000,982000,14597,74
"19007",429000,982000,14598,75
"19008",437000,982000,14599,59
"19009",445000,982000,14600,75
"19010",453000,982000,14602,76
"19011",461000,982000,14603,72
"19012",469000,982000,14604,75
"19013",477000,982000,14605,73
"19014",485000,982000,14607,74
"19015",493000,982000,14608,72
"19016",501000,982000,14609,72
"19017",509000,982000,14610,73
"19018",517000,982000,14612,75
"19019",525000,982000,14613,73
"19020",533000,982000,14614,72
"19021",541000,982000,14615,72
"19022",549000,982000,14617,73
"19023",557000,982000,14618,74
"19024",565000,982000,14619,73
"19025",573000,982000,14620,73
"19026",581000,982000,14622,71
"19027",589000,982000,14623,68
"19028",597000,982000,14624,75
"19029",605000,982000,14625,73
"19030",613000,982000,14627,74
"19031",621000,982000,14628,75
"19032",629000,982000,14629,76
"19033",637000,982000,14630,80
"19034",645000,982000,14632,72
"19035",653000,982000,14633,75
"19036",661000,982000,14634,73
"19037",669000,982000,14635,68
"19038",677000,982000,14637,8
"19042",709000,982000,14641,12
"19043",717000,982000,14643,27
"19053",797000,982000,14655,8
"19059",845000,982000,14663,2
"19060",853000,982000,14664,19
"19061",861000,982000,14665,15
"19062",869000,982000,14666,41
"19063",877000,982000,14668,56
"19064",885000,982000,14669,85
"19065",893000,982000,14670,62
"19066",901000,982000,14671,79
"19067",909000,982000,14673,77
"19068",917000,982000,14674,73
"19069",925000,982000,14675,87
"19070",933000,982000,14676,75
"19071",941000,982000,14678,72
"19072",949000,982000,14679,73
"19073",957000,982000,14680,53
"19074",965000,982000,14681,26
"19075",973000,982000,14683,1
"19244",-43000,974000,14731,32
"19245",-35000,974000,14733,70
"19246",-27000,974000,14734,73
"19247",-19000,974000,14735,75
"19248",-11000,974000,14736,78
"19249",-3000,974000,14738,75
"19250",5000,974000,14739,66
"19251",13000,974000,14740,72
"19252",21000,974000,14741,71
"19253",29000,974000,14743,61
"19254",37000,974000,14744,71
"19255",45000,974000,14745,73
"19256",53000,974000,14746,69
"19257",61000,974000,14748,59
"19258",69000,974000,14749,65
"19259",77000,974000,14750,66
"19260",85000,974000,14751,54
"19261",93000,974000,14753,55
"19262",101000,974000,14754,56
"19263",109000,974000,14755,58
"19264",117000,974000,14756,58
"19265",125000,974000,14758,62
"19266",133000,974000,14759,70
"19267",141000,974000,14760,72
"19268",149000,974000,14761,74
"19269",157000,974000,14763,73
"19270",165000,974000,14764,65
"19271",173000,974000,14765,54
"19272",181000,974000,14766,63
"19273",189000,974000,14768,69
"19274",197000,974000,14769,68
"19275",205000,974000,14770,69
"19276",213000,974000,14771,44
"19277",221000,974000,14772,60
"19278",229000,974000,14774,68
"19279",237000,974000,14775,74
"19280",245000,974000,14776,74
"19281",253000,974000,14777,59
"19282",261000,974000,14779,73
"19283",269000,974000,14780,73
"19284",277000,974000,14781,75
"19285",285000,974000,14782,78
"19286",293000,974000,14784,74
"19287",301000,974000,14785,76
"19288",309000,974000,14786,76
"19289",317000,974000,14787,75
"19290",325000,974000,14789,73
"19291",333000,974000,14790,75
"19292",341000,974000,14791,74
"19293",349000,974000,14792,70
"19294",357000,974000,14794,75
"19295",365000,974000,14795,72
"19296",373000,974000,14796,75
"19297",381000,974000,14797,75
"19298",389000,974000,14799,75
"19299",397000,974000,14800,74
"19300",405000,974000,14801,74
"19301",413000,974000,14802,79
"19302",421000,974000,14804,76
"19303",429000,974000,14805,74
"19304",437000,974000,14806,73
"19305",445000,974000,14807,80
"19306",453000,974000,14809,80
"19307",461000,974000,14810,79
"19308",469000,974000,14811,77
"19309",477000,974000,14812,80
"19310",485000,974000,14814,78
"19311",493000,974000,14815,78
"19312",501000,974000,14816,72
"19313",509000,974000,14817,74
"19314",517000,974000,14819,76
"19315",525000,974000,14820,77
"19316",533000,974000,14821,72
"19317",541000,974000,14822,73
"19318",549000,974000,14824,75
"19319",557000,974000,14825,73
"19320",565000,974000,14826,75
"19321",573000,974000,14827,72
"19322",581000,974000,14829,73
"19323",589000,974000,14830,75
"19324",597000,974000,14831,66
"19325",605000,974000,14832,73
"19326",613000,974000,14834,74
"19327",621000,974000,14835,76
"19328",629000,974000,14836,77
"19329",637000,974000,14837,66
"19330",645000,974000,14839,81
"19331",653000,974000,14840,76
"19332",661000,974000,14841,74
"19333",669000,974000,14842,33
"19337",701000,974000,14847,29
"19338",709000,974000,14848,15
"19339",717000,974000,14850,1
"19354",837000,974000,14868,20
"19355",845000,974000,14870,42
"19356",853000,974000,14871,73
"19357",861000,974000,14872,69
"19358",869000,974000,14873,81
"19359",877000,974000,14875,84
"19360",885000,974000,14876,86
"19361",893000,974000,14877,73
"19362",901000,974000,14878,72
"19363",909000,974000,14880,83
"19364",917000,974000,14881,72
"19365",925000,974000,14882,85
"19366",933000,974000,14883,81
"19367",941000,974000,14885,71
"19368",949000,974000,14886,73
"19369",957000,974000,14887,56
"19370",965000,974000,14888,66
"19371",973000,974000,14890,57
"19372",981000,974000,14891,29
"19540",-43000,966000,14938,42
"19541",-35000,966000,14940,73
"19542",-27000,966000,14941,65
"19543",-19000,966000,14942,87
"19544",-11000,966000,14943,80
"19545",-3000,966000,14945,67
"19546",5000,966000,14946,71
"19547",13000,966000,14947,61
"19548",21000,966000,14948,59
"19549",29000,966000,14950,64
"19550",37000,966000,14951,65
"19551",45000,966000,14952,74
"19552",53000,966000,14953,68
"19553",61000,966000,14955,69
"19554",69000,966000,14956,71
"19555",77000,966000,14957,71
"19556",85000,966000,14958,67
"19557",93000,966000,14960,58
"19558",101000,966000,14961,55
"19559",109000,966000,14962,51
"19560",117000,966000,14963,63
"19561",125000,966000,14965,61
"19562",133000,966000,14966,70
"19563",141000,966000,14967,78
"19564",149000,966000,14968,75
"19565",157000,966000,14970,69
"19566",165000,966000,14971,74
"19567",173000,966000,14972,71
"19568",181000,966000,14973,70
"19569",189000,966000,14975,65
"19570",197000,966000,14976,60
"19571",205000,966000,14977,55
"19572",213000,966000,14978,49
"19573",221000,966000,14979,72
"19574",229000,966000,14981,72
"19575",237000,966000,14982,76
"19576",245000,966000,14983,75
"19577",253000,966000,14984,68
"19578",261000,966000,14986,74
"19579",269000,966000,14987,74
"19580",277000,966000,14988,75
"19581",285000,966000,14989,77
"19582",293000,966000,14991,74
"19583",301000,966000,14992,76
"19584",309000,966000,14993,75
"19585",317000,966000,14994,72
"19586",325000,966000,14996,75
"19587",333000,966000,14997,75
"19588",341000,966000,14998,75
"19589",349000,966000,14999,68
"19590",357000,966000,15001,75
"19591",365000,966000,15002,73
"19592",373000,966000,15003,75
"19593",381000,966000,15004,75
"19594",389000,966000,15006,73
"19595",397000,966000,15007,74
"19596",405000,966000,15008,75
"19597",413000,966000,15009,74
"19598",421000,966000,15011,74
"19599",429000,966000,15012,75
"19600",437000,966000,15013,74
"19601",445000,966000,15014,78
"19602",453000,966000,15016,75
"19603",461000,966000,15017,81
"19604",469000,966000,15018,74
"19605",477000,966000,15019,73
"19606",485000,966000,15021,76
"19607",493000,966000,15022,76
"19608",501000,966000,15023,83
"19609",509000,966000,15024,61
"19610",517000,966000,15026,77
"19611",525000,966000,15027,78
"19612",533000,966000,15028,77
"19613",541000,966000,15029,80
"19614",549000,966000,15031,80
"19615",557000,966000,15032,72
"19616",565000,966000,15033,79
"19617",573000,966000,15034,77
"19618",581000,966000,15036,73
"19619",589000,966000,15037,77
"19620",597000,966000,15038,73
"19621",605000,966000,15039,73
"19622",613000,966000,15041,71
"19623",621000,966000,15042,78
"19624",629000,966000,15043,76
"19625",637000,966000,15044,81
"19626",645000,966000,15046,76
"19627",653000,966000,15047,71
"19628",661000,966000,15048,40
"19629",669000,966000,15049,1
"19630",677000,966000,15051,11
"19631",685000,966000,15052,2
"19632",693000,966000,15053,17
"19633",701000,966000,15054,55
"19634",709000,966000,15055,7
"19648",821000,966000,15073,2
"19649",829000,966000,15074,5
"19650",837000,966000,15075,77
"19651",845000,966000,15077,68
"19652",853000,966000,15078,45
"19653",861000,966000,15079,53
"19654",869000,966000,15080,66
"19655",877000,966000,15082,74
"19656",885000,966000,15083,81
"19657",893000,966000,15084,75
"19658",901000,966000,15085,72
"19659",909000,966000,15087,77
"19660",917000,966000,15088,79
"19661",925000,966000,15089,81
"19662",933000,966000,15090,74
"19663",941000,966000,15092,69
"19664",949000,966000,15093,66
"19665",957000,966000,15094,71
"19666",965000,966000,15095,71
"19667",973000,966000,15097,77
"19668",981000,966000,15098,55
"19669",989000,966000,15099,22
"19836",-43000,958000,15145,55
"19837",-35000,958000,15147,58
"19838",-27000,958000,15148,69
"19839",-19000,958000,15149,72
"19840",-11000,958000,15150,76
"19841",-3000,958000,15152,73
"19842",5000,958000,15153,71
"19843",13000,958000,15154,70
"19844",21000,958000,15155,70
"19845",29000,958000,15157,61
"19846",37000,958000,15158,58
"19847",45000,958000,15159,66
"19848",53000,958000,15160,63
"19849",61000,958000,15162,70
"19850",69000,958000,15163,71
"19851",77000,958000,15164,70
"19852",85000,958000,15165,66
"19853",93000,958000,15167,68
"19854",101000,958000,15168,61
"19855",109000,958000,15169,62
"19856",117000,958000,15170,64
"19857",125000,958000,15172,71
"19858",133000,958000,15173,56
"19859",141000,958000,15174,69
"19860",149000,958000,15175,69
