"","x","y","cell","points"
"7719",109000,1286000,7717,78
"7720",117000,1286000,7718,76
"7721",125000,1286000,7720,71
"7722",133000,1286000,7721,58
"7723",141000,1286000,7722,63
"7724",149000,1286000,7723,70
"7725",157000,1286000,7725,71
"7726",165000,1286000,7726,73
"7727",173000,1286000,7727,70
"7728",181000,1286000,7728,61
"7729",189000,1286000,7730,60
"7730",197000,1286000,7731,57
"7731",205000,1286000,7732,65
"7732",213000,1286000,7733,73
"7733",221000,1286000,7734,58
"7734",229000,1286000,7736,65
"7735",237000,1286000,7737,68
"7736",245000,1286000,7738,66
"7737",253000,1286000,7739,72
"7738",261000,1286000,7741,82
"7739",269000,1286000,7742,80
"7740",277000,1286000,7743,79
"7741",285000,1286000,7744,78
"7742",293000,1286000,7746,72
"7743",301000,1286000,7747,74
"7744",309000,1286000,7748,73
"7745",317000,1286000,7749,70
"7746",325000,1286000,7751,61
"7747",333000,1286000,7752,71
"7748",341000,1286000,7753,66
"7749",349000,1286000,7754,66
"7750",357000,1286000,7756,72
"7751",365000,1286000,7757,72
"7752",373000,1286000,7758,72
"7753",381000,1286000,7759,66
"7754",389000,1286000,7761,69
"7755",397000,1286000,7762,72
"7756",405000,1286000,7763,76
"7757",413000,1286000,7764,76
"7758",421000,1286000,7766,69
"7759",429000,1286000,7767,67
"7760",437000,1286000,7768,70
"7761",445000,1286000,7769,58
"7762",453000,1286000,7771,71
"7763",461000,1286000,7772,73
"7764",469000,1286000,7773,73
"7765",477000,1286000,7774,68
"7766",485000,1286000,7776,76
"7767",493000,1286000,7777,71
"7768",501000,1286000,7778,77
"7769",509000,1286000,7779,26
"7770",517000,1286000,7781,9
"7771",525000,1286000,7782,19
"7772",533000,1286000,7783,1
"7999",-19000,1278000,7904,52
"8000",-11000,1278000,7905,65
"8001",-3000,1278000,7907,67
"8002",5000,1278000,7908,71
"8003",13000,1278000,7909,76
"8004",21000,1278000,7910,74
"8005",29000,1278000,7912,75
"8006",37000,1278000,7913,73
"8007",45000,1278000,7914,74
"8008",53000,1278000,7915,70
"8009",61000,1278000,7917,66
"8010",69000,1278000,7918,70
"8011",77000,1278000,7919,78
"8012",85000,1278000,7920,73
"8013",93000,1278000,7922,73
"8014",101000,1278000,7923,73
"8015",109000,1278000,7924,73
"8016",117000,1278000,7925,71
"8017",125000,1278000,7927,63
"8018",133000,1278000,7928,46
"8019",141000,1278000,7929,65
"8020",149000,1278000,7930,58
"8021",157000,1278000,7932,58
"8022",165000,1278000,7933,75
"8023",173000,1278000,7934,73
"8024",181000,1278000,7935,69
"8025",189000,1278000,7937,61
"8026",197000,1278000,7938,49
"8027",205000,1278000,7939,58
"8028",213000,1278000,7940,69
"8029",221000,1278000,7941,61
"8030",229000,1278000,7943,67
"8031",237000,1278000,7944,69
"8032",245000,1278000,7945,65
"8033",253000,1278000,7946,73
"8034",261000,1278000,7948,69
"8035",269000,1278000,7949,61
"8036",277000,1278000,7950,74
"8037",285000,1278000,7951,84
"8038",293000,1278000,7953,78
"8039",301000,1278000,7954,79
"8040",309000,1278000,7955,62
"8041",317000,1278000,7956,73
"8042",325000,1278000,7958,83
"8043",333000,1278000,7959,76
"8044",341000,1278000,7960,71
"8045",349000,1278000,7961,61
"8046",357000,1278000,7963,67
"8047",365000,1278000,7964,63
"8048",373000,1278000,7965,73
"8049",381000,1278000,7966,74
"8050",389000,1278000,7968,73
"8051",397000,1278000,7969,71
"8052",405000,1278000,7970,72
"8053",413000,1278000,7971,66
"8054",421000,1278000,7973,71
"8055",429000,1278000,7974,74
"8056",437000,1278000,7975,70
"8057",445000,1278000,7976,68
"8058",453000,1278000,7978,73
"8059",461000,1278000,7979,68
"8060",469000,1278000,7980,74
"8061",477000,1278000,7981,74
"8062",485000,1278000,7983,73
"8063",493000,1278000,7984,73
"8064",501000,1278000,7985,61
"8065",509000,1278000,7986,18
"8295",-19000,1270000,8111,68
"8296",-11000,1270000,8112,67
"8297",-3000,1270000,8114,71
"8298",5000,1270000,8115,78
"8299",13000,1270000,8116,75
"8300",21000,1270000,8117,74
"8301",29000,1270000,8119,71
"8302",37000,1270000,8120,72
"8303",45000,1270000,8121,71
"8304",53000,1270000,8122,72
"8305",61000,1270000,8124,67
"8306",69000,1270000,8125,74
"8307",77000,1270000,8126,81
"8308",85000,1270000,8127,66
"8309",93000,1270000,8129,62
"8310",101000,1270000,8130,79
"8311",109000,1270000,8131,77
"8312",117000,1270000,8132,73
"8313",125000,1270000,8134,68
"8314",133000,1270000,8135,74
"8315",141000,1270000,8136,58
"8316",149000,1270000,8137,47
"8317",157000,1270000,8139,51
"8318",165000,1270000,8140,71
"8319",173000,1270000,8141,41
"8320",181000,1270000,8142,22
"8321",189000,1270000,8144,57
"8322",197000,1270000,8145,53
"8323",205000,1270000,8146,44
"8324",213000,1270000,8147,75
"8325",221000,1270000,8148,53
"8326",229000,1270000,8150,62
"8327",237000,1270000,8151,65
"8328",245000,1270000,8152,71
"8329",253000,1270000,8153,72
"8330",261000,1270000,8155,77
"8331",269000,1270000,8156,67
"8332",277000,1270000,8157,66
"8333",285000,1270000,8158,78
"8334",293000,1270000,8160,71
"8335",301000,1270000,8161,68
"8336",309000,1270000,8162,74
"8337",317000,1270000,8163,73
"8338",325000,1270000,8165,76
"8339",333000,1270000,8166,76
"8340",341000,1270000,8167,74
"8341",349000,1270000,8168,75
"8342",357000,1270000,8170,84
"8343",365000,1270000,8171,76
"8344",373000,1270000,8172,72
"8345",381000,1270000,8173,77
"8346",389000,1270000,8175,80
"8347",397000,1270000,8176,89
"8348",405000,1270000,8177,74
"8349",413000,1270000,8178,70
"8350",421000,1270000,8180,68
"8351",429000,1270000,8181,73
"8352",437000,1270000,8182,66
"8353",445000,1270000,8183,71
"8354",453000,1270000,8185,72
"8355",461000,1270000,8186,74
"8356",469000,1270000,8187,70
"8357",477000,1270000,8188,52
"8358",485000,1270000,8190,42
"8359",493000,1270000,8191,21
"8360",501000,1270000,8192,2
"8590",-27000,1262000,8317,7
"8591",-19000,1262000,8318,77
"8592",-11000,1262000,8319,81
"8593",-3000,1262000,8321,79
"8594",5000,1262000,8322,71
"8595",13000,1262000,8323,62
"8596",21000,1262000,8324,2
"8597",29000,1262000,8326,70
"8598",37000,1262000,8327,72
"8599",45000,1262000,8328,73
"8600",53000,1262000,8329,68
"8601",61000,1262000,8331,68
"8602",69000,1262000,8332,66
"8603",77000,1262000,8333,78
"8604",85000,1262000,8334,73
"8605",93000,1262000,8336,78
"8606",101000,1262000,8337,87
"8607",109000,1262000,8338,81
"8608",117000,1262000,8339,73
"8609",125000,1262000,8341,72
"8610",133000,1262000,8342,74
"8611",141000,1262000,8343,70
"8612",149000,1262000,8344,35
"8613",157000,1262000,8346,63
"8614",165000,1262000,8347,71
"8615",173000,1262000,8348,7
"8616",181000,1262000,8349,28
"8617",189000,1262000,8351,45
"8618",197000,1262000,8352,70
"8619",205000,1262000,8353,69
"8620",213000,1262000,8354,78
"8621",221000,1262000,8355,59
"8622",229000,1262000,8357,62
"8623",237000,1262000,8358,68
"8624",245000,1262000,8359,71
"8625",253000,1262000,8360,70
"8626",261000,1262000,8362,77
"8627",269000,1262000,8363,75
"8628",277000,1262000,8364,66
"8629",285000,1262000,8365,84
"8630",293000,1262000,8367,78
"8631",301000,1262000,8368,76
"8632",309000,1262000,8369,73
"8633",317000,1262000,8370,73
"8634",325000,1262000,8372,72
"8635",333000,1262000,8373,73
"8636",341000,1262000,8374,72
"8637",349000,1262000,8375,61
"8638",357000,1262000,8377,74
"8639",365000,1262000,8378,70
"8640",373000,1262000,8379,66
"8641",381000,1262000,8380,70
"8642",389000,1262000,8382,75
"8643",397000,1262000,8383,73
"8644",405000,1262000,8384,72
"8645",413000,1262000,8385,65
"8646",421000,1262000,8387,66
"8647",429000,1262000,8388,27
"8648",437000,1262000,8389,32
"8649",445000,1262000,8390,73
"8650",453000,1262000,8392,53
"8651",461000,1262000,8393,16
"8652",469000,1262000,8394,3
"8886",-27000,1254000,8524,7
"8887",-19000,1254000,8525,74
"8888",-11000,1254000,8526,74
"8889",-3000,1254000,8528,75
"8890",5000,1254000,8529,74
"8891",13000,1254000,8530,84
"8892",21000,1254000,8531,65
"8893",29000,1254000,8533,75
"8894",37000,1254000,8534,74
"8895",45000,1254000,8535,77
"8896",53000,1254000,8536,73
"8897",61000,1254000,8538,66
"8898",69000,1254000,8539,68
"8899",77000,1254000,8540,74
"8900",85000,1254000,8541,69
"8901",93000,1254000,8543,70
"8902",101000,1254000,8544,77
"8903",109000,1254000,8545,74
"8904",117000,1254000,8546,73
"8905",125000,1254000,8548,69
"8906",133000,1254000,8549,71
"8907",141000,1254000,8550,74
"8908",149000,1254000,8551,61
"8909",157000,1254000,8553,72
"8910",165000,1254000,8554,67
"8911",173000,1254000,8555,64
"8912",181000,1254000,8556,65
"8913",189000,1254000,8558,65
"8914",197000,1254000,8559,52
"8915",205000,1254000,8560,81
"8916",213000,1254000,8561,50
"8917",221000,1254000,8562,52
"8918",229000,1254000,8564,53
"8919",237000,1254000,8565,68
"8920",245000,1254000,8566,66
"8921",253000,1254000,8567,71
"8922",261000,1254000,8569,82
"8923",269000,1254000,8570,73
"8924",277000,1254000,8571,69
"8925",285000,1254000,8572,79
"8926",293000,1254000,8574,74
"8927",301000,1254000,8575,77
"8928",309000,1254000,8576,72
"8929",317000,1254000,8577,69
"8930",325000,1254000,8579,73
"8931",333000,1254000,8580,74
"8932",341000,1254000,8581,76
"8933",349000,1254000,8582,76
"8934",357000,1254000,8584,64
"8935",365000,1254000,8585,70
"8936",373000,1254000,8586,76
"8937",381000,1254000,8587,74
"8938",389000,1254000,8589,74
"8939",397000,1254000,8590,75
"8940",405000,1254000,8591,73
"8941",413000,1254000,8592,71
"8942",421000,1254000,8594,73
"8943",429000,1254000,8595,68
"8944",437000,1254000,8596,31
"8945",445000,1254000,8597,7
"9182",-27000,1246000,8731,14
"9183",-19000,1246000,8732,75
"9184",-11000,1246000,8733,75
"9185",-3000,1246000,8735,71
"9186",5000,1246000,8736,81
"9187",13000,1246000,8737,73
"9188",21000,1246000,8738,75
"9189",29000,1246000,8740,71
"9190",37000,1246000,8741,66
"9191",45000,1246000,8742,70
"9192",53000,1246000,8743,61
"9193",61000,1246000,8745,71
"9194",69000,1246000,8746,70
"9195",77000,1246000,8747,71
"9196",85000,1246000,8748,70
"9197",93000,1246000,8750,71
"9198",101000,1246000,8751,76
"9199",109000,1246000,8752,70
"9200",117000,1246000,8753,64
"9201",125000,1246000,8755,76
"9202",133000,1246000,8756,65
"9203",141000,1246000,8757,64
"9204",149000,1246000,8758,58
"9205",157000,1246000,8760,53
"9206",165000,1246000,8761,35
"9207",173000,1246000,8762,49
"9208",181000,1246000,8763,61
"9209",189000,1246000,8765,62
"9210",197000,1246000,8766,63
"9211",205000,1246000,8767,60
"9212",213000,1246000,8768,65
"9213",221000,1246000,8769,62
"9214",229000,1246000,8771,64
"9215",237000,1246000,8772,70
"9216",245000,1246000,8773,70
"9217",253000,1246000,8774,64
"9218",261000,1246000,8776,68
"9219",269000,1246000,8777,61
"9220",277000,1246000,8778,79
"9221",285000,1246000,8779,65
"9222",293000,1246000,8781,69
"9223",301000,1246000,8782,71
"9224",309000,1246000,8783,69
"9225",317000,1246000,8784,66
"9226",325000,1246000,8786,72
"9227",333000,1246000,8787,76
"9228",341000,1246000,8788,67
"9229",349000,1246000,8789,68
"9230",357000,1246000,8791,61
"9231",365000,1246000,8792,70
"9232",373000,1246000,8793,72
"9233",381000,1246000,8794,74
"9234",389000,1246000,8796,67
"9235",397000,1246000,8797,73
"9236",405000,1246000,8798,76
"9237",413000,1246000,8799,73
"9238",421000,1246000,8801,61
"9239",429000,1246000,8802,10
"9478",-27000,1238000,8938,8
"9479",-19000,1238000,8939,75
"9480",-11000,1238000,8940,76
"9481",-3000,1238000,8942,67
"9482",5000,1238000,8943,87
"9483",13000,1238000,8944,76
"9484",21000,1238000,8945,70
"9485",29000,1238000,8947,74
"9486",37000,1238000,8948,65
"9487",45000,1238000,8949,68
"9488",53000,1238000,8950,61
"9489",61000,1238000,8952,64
"9490",69000,1238000,8953,59
"9491",77000,1238000,8954,73
"9492",85000,1238000,8955,63
"9493",93000,1238000,8957,71
"9494",101000,1238000,8958,76
"9495",109000,1238000,8959,70
"9496",117000,1238000,8960,69
"9497",125000,1238000,8962,74
"9498",133000,1238000,8963,53
"9499",141000,1238000,8964,48
"9500",149000,1238000,8965,23
"9501",157000,1238000,8967,4
"9502",165000,1238000,8968,18
"9503",173000,1238000,8969,65
"9504",181000,1238000,8970,71
"9505",189000,1238000,8972,53
"9506",197000,1238000,8973,71
"9507",205000,1238000,8974,68
"9508",213000,1238000,8975,60
"9509",221000,1238000,8976,58
"9510",229000,1238000,8978,74
"9511",237000,1238000,8979,64
"9512",245000,1238000,8980,67
"9513",253000,1238000,8981,62
"9514",261000,1238000,8983,75
"9515",269000,1238000,8984,75
"9516",277000,1238000,8985,75
"9517",285000,1238000,8986,70
"9518",293000,1238000,8988,66
"9519",301000,1238000,8989,53
"9520",309000,1238000,8990,64
"9521",317000,1238000,8991,64
"9522",325000,1238000,8993,66
"9523",333000,1238000,8994,64
"9524",341000,1238000,8995,74
"9525",349000,1238000,8996,69
"9526",357000,1238000,8998,73
"9527",365000,1238000,8999,81
"9528",373000,1238000,9000,73
"9529",381000,1238000,9001,72
"9530",389000,1238000,9003,73
"9531",397000,1238000,9004,76
"9532",405000,1238000,9005,75
"9533",413000,1238000,9006,45
"9534",421000,1238000,9008,3
"9774",-27000,1230000,8938,21
"9775",-19000,1230000,8939,73
"9776",-11000,1230000,8940,75
"9777",-3000,1230000,8942,70
"9778",5000,1230000,8943,75
"9779",13000,1230000,8944,70
"9780",21000,1230000,8945,71
"9781",29000,1230000,8947,60
"9782",37000,1230000,8948,58
"9783",45000,1230000,8949,70
"9784",53000,1230000,8950,55
"9785",61000,1230000,8952,56
"9786",69000,1230000,8953,70
"9787",77000,1230000,8954,70
"9788",85000,1230000,8955,73
"9789",93000,1230000,8957,65
"9790",101000,1230000,8958,72
"9791",109000,1230000,8959,61
"9792",117000,1230000,8960,59
"9793",125000,1230000,8962,72
"9794",133000,1230000,8963,74
"9795",141000,1230000,8964,62
"9796",149000,1230000,8965,49
"9797",157000,1230000,8967,2
"9798",165000,1230000,8968,7
"9799",173000,1230000,8969,62
"9800",181000,1230000,8970,61
"9801",189000,1230000,8972,70
"9802",197000,1230000,8973,65
"9803",205000,1230000,8974,74
"9804",213000,1230000,8975,63
"9805",221000,1230000,8976,47
"9806",229000,1230000,8978,72
"9807",237000,1230000,8979,70
"9808",245000,1230000,8980,77
"9809",253000,1230000,8981,71
"9810",261000,1230000,8983,72
"9811",269000,1230000,8984,74
"9812",277000,1230000,8985,72
"9813",285000,1230000,8986,75
"9814",293000,1230000,8988,66
"9815",301000,1230000,8989,67
"9816",309000,1230000,8990,72
"9817",317000,1230000,8991,72
"9818",325000,1230000,8993,72
"9819",333000,1230000,8994,72
"9820",341000,1230000,8995,73
"9821",349000,1230000,8996,71
"9822",357000,1230000,8998,74
"9823",365000,1230000,8999,70
"9824",373000,1230000,9000,67
"9825",381000,1230000,9001,75
"9826",389000,1230000,9003,85
"9827",397000,1230000,9004,75
"9828",405000,1230000,9005,31
"10070",-27000,1222000,9145,37
"10071",-19000,1222000,9146,74
"10072",-11000,1222000,9147,73
"10073",-3000,1222000,9149,73
"10074",5000,1222000,9150,75
"10075",13000,1222000,9151,66
"10076",21000,1222000,9152,59
"10077",29000,1222000,9154,60
"10078",37000,1222000,9155,57
"10079",45000,1222000,9156,60
"10080",53000,1222000,9157,59
"10081",61000,1222000,9159,42
"10082",69000,1222000,9160,61
"10083",77000,1222000,9161,57
"10084",85000,1222000,9162,77
"10085",93000,1222000,9164,78
"10086",101000,1222000,9165,82
"10087",109000,1222000,9166,64
"10088",117000,1222000,9167,59
"10089",125000,1222000,9169,68
"10090",133000,1222000,9170,76
"10091",141000,1222000,9171,61
"10092",149000,1222000,9172,68
"10093",157000,1222000,9174,61
"10094",165000,1222000,9175,58
"10095",173000,1222000,9176,54
"10096",181000,1222000,9177,58
"10097",189000,1222000,9179,66
"10098",197000,1222000,9180,72
"10099",205000,1222000,9181,87
"10100",213000,1222000,9182,83
"10101",221000,1222000,9183,78
"10102",229000,1222000,9185,69
"10103",237000,1222000,9186,76
"10104",245000,1222000,9187,72
"10105",253000,1222000,9188,72
"10106",261000,1222000,9190,79
"10107",269000,1222000,9191,72
"10108",277000,1222000,9192,74
"10109",285000,1222000,9193,72
"10110",293000,1222000,9195,69
"10111",301000,1222000,9196,72
"10112",309000,1222000,9197,71
"10113",317000,1222000,9198,70
"10114",325000,1222000,9200,73
"10115",333000,1222000,9201,72
"10116",341000,1222000,9202,75
"10117",349000,1222000,9203,74
"10118",357000,1222000,9205,77
"10119",365000,1222000,9206,70
"10120",373000,1222000,9207,75
"10121",381000,1222000,9208,75
"10122",389000,1222000,9210,73
"10123",397000,1222000,9211,32
"10151",621000,1222000,9246,4
"10152",629000,1222000,9247,33
"10153",637000,1222000,9248,43
"10154",645000,1222000,9250,45
"10155",653000,1222000,9251,39
"10156",661000,1222000,9252,18
"10366",-27000,1214000,9352,53
"10367",-19000,1214000,9353,70
"10368",-11000,1214000,9354,74
"10369",-3000,1214000,9356,77
"10370",5000,1214000,9357,69
"10371",13000,1214000,9358,62
"10372",21000,1214000,9359,59
"10373",29000,1214000,9361,42
"10374",37000,1214000,9362,57
"10375",45000,1214000,9363,61
"10376",53000,1214000,9364,67
"10377",61000,1214000,9366,62
"10378",69000,1214000,9367,51
"10379",77000,1214000,9368,69
"10380",85000,1214000,9369,69
"10381",93000,1214000,9371,76
"10382",101000,1214000,9372,78
"10383",109000,1214000,9373,64
"10384",117000,1214000,9374,64
"10385",125000,1214000,9376,64
"10386",133000,1214000,9377,74
"10387",141000,1214000,9378,45
"10388",149000,1214000,9379,61
"10389",157000,1214000,9381,56
"10390",165000,1214000,9382,50
"10391",173000,1214000,9383,57
"10392",181000,1214000,9384,54
"10393",189000,1214000,9386,56
"10394",197000,1214000,9387,71
"10395",205000,1214000,9388,87
"10396",213000,1214000,9389,73
"10397",221000,1214000,9390,74
"10398",229000,1214000,9392,66
"10399",237000,1214000,9393,69
"10400",245000,1214000,9394,67
"10401",253000,1214000,9395,66
"10402",261000,1214000,9397,68
"10403",269000,1214000,9398,71
"10404",277000,1214000,9399,65
"10405",285000,1214000,9400,76
"10406",293000,1214000,9402,78
"10407",301000,1214000,9403,82
"10408",309000,1214000,9404,78
"10409",317000,1214000,9405,73
"10410",325000,1214000,9407,74
"10411",333000,1214000,9408,74
"10412",341000,1214000,9409,72
"10413",349000,1214000,9410,74
"10414",357000,1214000,9412,78
"10415",365000,1214000,9413,75
"10416",373000,1214000,9414,75
"10417",381000,1214000,9415,72
"10418",389000,1214000,9417,28
"10445",605000,1214000,9450,2
"10446",613000,1214000,9452,44
"10447",621000,1214000,9453,71
"10448",629000,1214000,9454,74
"10449",637000,1214000,9455,71
"10450",645000,1214000,9457,54
"10451",653000,1214000,9458,44
"10452",661000,1214000,9459,34
"10662",-27000,1206000,9559,64
"10663",-19000,1206000,9560,74
"10664",-11000,1206000,9561,65
"10665",-3000,1206000,9563,62
"10666",5000,1206000,9564,60
"10667",13000,1206000,9565,73
"10668",21000,1206000,9566,73
"10669",29000,1206000,9568,51
"10670",37000,1206000,9569,62
"10671",45000,1206000,9570,73
"10672",53000,1206000,9571,65
"10673",61000,1206000,9573,71
"10674",69000,1206000,9574,68
"10675",77000,1206000,9575,69
"10676",85000,1206000,9576,76
"10677",93000,1206000,9578,82
"10678",101000,1206000,9579,72
"10679",109000,1206000,9580,77
"10680",117000,1206000,9581,65
"10681",125000,1206000,9583,66
"10682",133000,1206000,9584,76
"10683",141000,1206000,9585,64
"10684",149000,1206000,9586,60
"10685",157000,1206000,9588,61
"10686",165000,1206000,9589,56
"10687",173000,1206000,9590,67
"10688",181000,1206000,9591,68
"10689",189000,1206000,9593,66
"10690",197000,1206000,9594,69
"10691",205000,1206000,9595,79
"10692",213000,1206000,9596,68
"10693",221000,1206000,9597,67
"10694",229000,1206000,9599,72
"10695",237000,1206000,9600,72
"10696",245000,1206000,9601,67
"10697",253000,1206000,9602,45
"10698",261000,1206000,9604,38
"10699",269000,1206000,9605,65
"10700",277000,1206000,9606,54
"10701",285000,1206000,9607,72
"10702",293000,1206000,9609,76
"10703",301000,1206000,9610,74
